Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
SRR6443836_1										2.3740823258701926	2.3485152854377445	10.763724022060703	7.8709960188465615	41.91533657182512	28.594908506519594	0.0
SRR6443836_2										3.3456298623032255	2.885423134519157	15.157602542094306	8.407903867927974	57.73037729646809	0.0	0.0
SRR6443839_1										3.438121766812575	3.4805677145510012	18.286244860061014	18.007693328027592	49.794402440641996	0.0	0.0
SRR6443839_2										4.570897997081841	3.7723836052526862	27.518238493168855	12.054649157713225	40.0875447672105	0.0	0.0
SRR6443844_1										5.400902464422075	3.5334953141270393	27.171121138493582	20.50676848316557	35.98750433877126	0.0	0.0
SRR6443844_2										7.171121138493579	8.156889968760847	33.71745921555016	19.597362027073935	17.001041305102397	0.0	0.0
SRR6443871_1										2.4690696802527983	1.1327727491832253	11.863317444164748	15.641904557870495	31.573027690000536	0.0	32.06844839590809
SRR6443871_2										3.783943013229072	2.487815328584436	16.008783675218254	9.48262010604681	39.39264099405495	18.80456322639387	0.0
SRR6443905_1										3.5075533946865773	3.0387220003472826	20.997569022399723	20.159749956589685	22.01337037680153	22.846848411182496	0.0
SRR6443905_2										5.005209237714881	4.870637263413787	29.74474735197083	17.598541413439833	28.64212536898767	0.0	0.0
SRR6443910_1										3.9405660016083943	1.6658369394554438	15.616742618619078	15.89629686363114	57.06353157431165	0.0	0.0
SRR6443910_2										5.265576532761459	3.7682380423543824	17.232795925401142	32.642744992915404	30.057825604105236	0.0	0.0
SRR6443915_1										2.0190095653226785	1.6648504661581305	10.633853977479115	5.805787625620535	34.63191669693668	0.0	40.0351132098317
SRR6443915_2										2.8151107882310207	1.6285264559874078	10.869960043588813	10.661096985107156	64.16333696573435	0.0	0.0
SRR6443923_1										3.3712737127371275	2.6233062330623307	9.642276422764228	4.32520325203252	13.029810298102982	0.0	62.2330623306233
SRR6443923_2										4.579945799457994	4.607046070460704	12.997289972899729	3.6205962059620593	7.300813008130082	0.0	58.33604336043361
SRR6443924_1										3.3489778060615705	0.863097605600191	9.303158062206666	5.870654681409594	24.44912894757776	0.0	50.803436480789124
SRR6443924_2										4.462652135868268	2.2989420093866837	19.318272213825473	11.124811073104764	22.882030069206905	28.74870734229576	0.0
SRR6443934_1										2.721706498123642	2.1252222002765158	11.202844163539403	15.21232470867075	35.9865692277306	25.988544341299622	0.0
SRR6443934_2										4.546711435907564	2.5439462769109222	18.672723681611693	18.46336164329449	44.345249851866484	0.0	0.0
SRR6443943_1										3.1757872861938505	2.2592849150103906	16.161347045345554	25.251771726967547	14.978419566259923	31.11312410081526	0.0
SRR6443943_2										5.589598763787499	4.481270314914478	24.372568870890394	21.266052112751105	31.89108541588959	0.0	0.0
SRR6443949_1										3.2810545559511213	2.7903396516886367	17.728278649090733	17.670547483883382	51.467333782353506	0.0	0.0
SRR6443949_2										4.9119599730587895	4.632926007889926	39.83931492350621	15.856826710285768	20.831328778985856	0.0	0.0
SRR6443958_1										2.3212934947049924	2.042360060514372	20.48978819969743	8.315998487140694	19.936649016641454	41.23014372163389	0.0
SRR6443958_2										3.1675491679273824	3.3377458396369137	20.71198940998487	14.36270801815431	43.64599092284418	0.0	0.0
SRR6443964_1										2.836792836792837	0.4354904354904355	5.380545380545381	7.464387464387465	38.96621896621897	40.26048026048026	0.0
SRR6443964_2										4.363044363044363	1.155881155881156	3.899063899063899	17.326007326007325	62.808302808302805	0.0	0.0
SRR6443968_1										5.38519610310242	3.785454937628069	14.146025811554086	16.96085127799547	10.270697774742064	0.0	44.00546428443038
SRR6443968_2										7.4918215479742605	5.126361577452637	16.4180177589244	13.013624761836287	24.783405830966675	21.278354962792537	0.0
SRR6443974_1										4.101765316718588	2.4299065420560746	26.422637590861893	14.922118380062305	18.01142263759086	27.149532710280372	0.0
SRR6443974_2										5.726895119418484	6.469366562824506	29.335410176531674	15.612668743509865	31.02803738317757	0.0	0.0
SRR6444008_1										3.3149436315663228	2.5329815303430077	12.170784360757976	2.840009594627009	22.667306308467257	0.0	50.72199568241784
SRR6444008_2										4.178460062365075	3.3581194531062604	11.56152554569441	17.58695130726793	23.065483329335574	29.201247301511152	0.0
SRR6444010_1										2.3441774336096963	3.1943100037877197	13.278060687681496	3.7877193720802995	47.65371827785026	22.86940785320483	0.0
SRR6444010_2										4.187534194688776	2.849206683220403	20.51681326543496	8.636000168343083	51.003745633601284	0.0	0.0
SRR6444024_1										3.746831211521854	2.4180293617851074	16.789703874975626	9.94790651029334	31.295094297573613	0.0	29.999721425188735
SRR6444024_2										5.379279605538067	3.367969468200685	21.859765440008914	11.131849458171992	20.129815862049753	0.0	28.4313452377636
SRR6444025_1										2.419630642954856	1.1927154582763337	10.34969220246238	19.8187414500684	11.008036935704514	0.0	50.26077291381669
SRR6444025_2										3.9158686730506154	1.594562243502052	14.958105335157319	17.035738714090286	50.73101915184679	0.0	0.0
SRR6444031_1										2.9113681996366765	2.4906778850750553	10.091786977722537	9.632852089109857	39.52098671001052	29.84032890333684	0.0
SRR6444031_2										6.186059852758389	4.909647193804379	14.145711827134525	8.906205182139784	25.934601778372695	26.627784683048095	0.0
SRR6444036_1										3.2386646736422517	3.1959570076162005	10.264075734927752	11.794433767527938	8.989963698483878	56.78695992597338	0.0
SRR6444036_2										4.470069044060075	3.4735568367855367	12.933304861555984	24.208128692433625	43.34116307210478	0.0	0.0
SRR6444040_1										3.3947741543447436	1.5920599554385253	5.869961515090136	7.55114441968807	20.372695969212074	0.0	56.5809195867936
SRR6444040_2										2.8438322868138544	1.5231922219971643	10.305853757342517	3.601377354668827	70.75146850313956	0.0	0.0
SRR6444041_1										2.045003309066843	2.1310390469887492	23.514228987425547	11.892786234281932	18.934480476505623	35.155526141628066	0.0
SRR6444041_2										4.248841826604897	5.208471211118464	23.507610853739244	21.714096624751818	33.68630046326936	0.0	0.0
SRR6444047_1										2.5348932676518885	0.7628626163108921	10.112205801860974	6.896551724137931	32.785987958401755	0.0	42.01559934318555
SRR6444047_2										3.7835249042145596	2.4048987411056375	15.814860426929393	4.789272030651341	40.86275314723591	23.49137931034483	0.0
SRR6444051_1										3.305502964089512	1.7381048449672551	7.470747074707471	13.461001272541049	34.47034358608275	0.0	34.01098730562712
SRR6444051_2										3.9914336261212333	2.9858158229616065	14.162450727831406	8.861230950681275	59.54560973338713	0.0	0.0
SRR6444056_1										2.6856448716594485	0.8529629238407098	12.128974331889722	4.510404563219605	20.130453153057992	0.0	55.16002957642336
SRR6444056_2										3.401288687018063	1.0747860990810183	13.304109010246117	13.441428118728213	31.81842188655329	0.0	28.401288687018063
SRR6444059_1										2.8163775906954727	0.6322480305642898	9.013760692429928	1.9102681137370254	35.537748926530746	0.0	44.6056057071373
SRR6444059_2										3.394529533083139	1.200256956418839	6.359671366264327	19.38330459478649	58.82273388105622	0.0	0.0
SRR6444066_1										3.149753051905694	1.0437051532941943	6.569751188146491	3.6203522504892365	21.931786413195415	0.0	58.92740657906999
SRR6444066_2										4.38915292144255	1.803187028235952	4.911005498089647	6.304165501817165	47.26027397260274	24.89516354487	0.0
SRR6444070_1										2.8927197439135415	1.212886552524155	16.354879445537577	4.223077148982409	38.74482394055975	0.0	31.285424803970514
SRR6444070_2										3.3567296114651555	3.529999118968606	21.036092919444364	10.822002290681624	50.40967959824968	0.0	0.0
SRR6444072_1										2.2292490118577075	0.9855072463768115	13.45981554677207	6.044795783926219	27.641633728590246	44.03162055335969	0.0
SRR6444072_2										4.205533596837944	2.998682476943346	17.575757575757574	2.745718050065876	59.21475625823452	0.0	0.0
SRR6444079_1										4.503087498543633	2.405918676453455	8.557613887917977	3.2622626121402774	23.65722940696726	53.17488057788652	0.0
SRR6444079_2										6.413841314225794	5.353605965280205	11.441221018291973	5.173016427822439	12.146102761272283	48.90481183735291	0.0
SRR6444103_1										2.720989802329515	3.2671209704702524	11.990720603160794	11.76840172055483	36.73094582185491	27.132569716301774	0.0
SRR6444103_2										4.122565366584506	3.566768160069596	18.28814460393408	20.926973080083126	40.64085834420762	0.0	0.0
SRR6444123_1										3.135405105438402	1.6759156492785792	16.847946725860155	12.647058823529411	24.00110987791343	34.866814650388456	0.0
SRR6444123_2										4.489456159822419	3.4628190899001114	17.364039955604884	24.761376248612653	36.57047724750277	0.0	0.0
SRR6444127_1										2.1439509954058193	2.5924305403631593	7.799168672063006	3.1284182892146135	25.010938525486765	53.82848392036753	0.0
SRR6444127_2										2.8604244147888864	2.6361846423102167	12.825421133231242	12.092539925618025	29.93874425727412	27.647123167796984	0.0
SRR6444141_1										3.4475029140141666	1.708060611494665	25.997489464718015	12.355420066349861	26.508562718551058	22.57688514301085	0.0
SRR6444141_2										3.465435308885502	5.778714247287725	26.773065542903257	16.022594817537883	36.05307988881915	0.0	0.0
SRR6444192_1										3.597944031981725	1.9261720575255696	14.345049582057007	19.671875811224755	19.998961632314003	33.913088624682	0.0
SRR6444192_2										3.87830330720108	2.8451274596334564	29.328695291002543	14.313898551477077	36.44151394008618	0.0	0.0
SRR6444202_1										3.298463386555884	1.3063716902747884	8.834275989789278	11.737324190399919	16.507332699334302	0.0	52.86550878422344
SRR6444202_2										4.129335802592722	1.8969918414335052	11.817408278692627	8.518944892136744	36.07287652034636	26.74308023424596	0.0
SRR6444203_1										3.556259170592323	1.9229284114603444	19.93204108425361	6.90014672947718	60.43323808788323	0.0	0.0
SRR6444203_2										4.649007645378021	3.6991273457409837	23.95165649857132	15.653718433855895	34.485288439261716	0.0	0.0
SRR6444206_1										3.563636363636364	2.7900826446280993	5.857851239669421	0.0	26.604958677685953	56.11900826446281	0.0
SRR6444206_2										4.4363636363636365	2.3008264462809915	13.652892561983471	21.50082644628099	47.67603305785124	0.0	0.0
SRR6444216_1										2.8078396370262935	1.6661088177321581	5.1768381122392055	8.773104243370895	27.074268288147568	0.0	49.964669567481124
SRR6444216_2										5.046673360853881	1.402060322064785	8.791699207854514	16.973483580646363	54.47580795120681	0.0	0.0
SRR6444217_1										3.2184512847496274	2.0784004209418576	11.834604928527579	9.85267034990792	44.32605454704902	22.73524511093572	0.0
