Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR6444314_2	SRR6444314_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29820.0	7.4 Mbp	0.0	248-251	51.0	6.626425217974513	250.98722334004023	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444323_1	SRR6444323_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29464.0	7.3 Mbp	0.0	248-251	53.0	3.6587021449904973	249.9529595438501	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444323_2	SRR6444323_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29464.0	7.3 Mbp	0.0	248-251	53.0	7.683953298941081	250.98805321748574	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444332_1	SRR6444332_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21676.0	5.4 Mbp	0.0	248-251	50.0	3.1048163867872303	249.91331426462446	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444332_2	SRR6444332_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21676.0	5.4 Mbp	0.0	248-251	51.0	7.727440487174755	250.98389924340285	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444338_1	SRR6444338_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30538.0	7.6 Mbp	0.0	248-251	51.0	2.7572205121487983	249.98038509398128	250	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
SRR6444338_2	SRR6444338_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30538.0	7.6 Mbp	0.0	248-251	52.0	7.587268321435589	250.98965223655773	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444345_1	SRR6444345_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23051.0	5.7 Mbp	0.0	248-251	50.0	3.7699015227105113	249.96815756366317	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444345_2	SRR6444345_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23051.0	5.7 Mbp	0.0	248-251	51.0	7.43568608737148	250.98685523404623	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444349_1	SRR6444349_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16157.0	4 Mbp	0.0	248-251	51.0	4.456272822925048	249.8995481834499	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444349_2	SRR6444349_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16157.0	4 Mbp	0.0	248-251	52.0	9.729528996719688	250.98514575725693	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444354_1	SRR6444354_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21315.0	5.3 Mbp	0.0	87-251	50.0	3.495191179920244	250.8716396903589	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444354_2	SRR6444354_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21315.0	5.3 Mbp	0.0	248-251	51.0	8.454140276800375	250.98780201735866	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444362_1	SRR6444362_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19812.0	4.9 Mbp	0.0	248-251	50.0	3.4827377347062387	250.01761558651322	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444362_2	SRR6444362_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19812.0	4.9 Mbp	0.0	248-251	51.0	8.0557238037553	250.98889561881688	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444365_1	SRR6444365_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21115.0	5.2 Mbp	0.0	248-251	50.0	2.462704238692872	249.9402794222117	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444365_2	SRR6444365_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21115.0	5.2 Mbp	0.0	249-251	50.0	10.954297892493488	250.97774094245796	251	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444370_1	SRR6444370_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36079.0	9 Mbp	0.0	248-251	52.0	2.8132708777959476	250.06549516339146	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444370_2	SRR6444370_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36079.0	9 Mbp	0.0	248-251	52.0	8.162643088777404	250.97854707724716	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444371_1	SRR6444371_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24883.0	6.2 Mbp	0.0	248-251	51.0	3.91431901298075	249.94956395932965	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444371_2	SRR6444371_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24883.0	6.2 Mbp	0.0	248-251	51.0	7.945183458586183	250.98529116264115	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444374_1	SRR6444374_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36176.0	9 Mbp	0.0	245-251	51.0	3.3889871738168953	249.96083038478548	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444374_2	SRR6444374_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36176.0	9 Mbp	0.0	248-251	52.0	6.5098407784166294	250.98844537815125	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444379_1	SRR6444379_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33472.0	8.3 Mbp	0.0	248-251	53.0	3.1638384321223705	250.01921008604205	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444379_2	SRR6444379_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	33472.0	8.4 Mbp	0.0	248-251	54.0	7.029756214149139	250.98515176864245	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444381_1	SRR6444381_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20667.0	5.1 Mbp	0.0	248-251	52.0	4.257995838776794	250.01146755697488	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444381_2	SRR6444381_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20667.0	5.1 Mbp	0.0	244-251	53.0	11.6514249770165	250.98398412928825	251	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444384_1	SRR6444384_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30227.0	7.5 Mbp	0.0	248-251	50.0	2.7094981308102026	249.96099513679823	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444384_2	SRR6444384_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30227.0	7.5 Mbp	0.0	248-251	50.0	6.351937009957985	250.98610513779073	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444390_1	SRR6444390_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30323.0	7.5 Mbp	0.0	248-251	49.0	2.1040134551330674	249.90749596016227	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444390_2	SRR6444390_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30323.0	7.6 Mbp	0.0	248-251	50.0	5.553540216996999	250.9853576493091	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444392_1	SRR6444392_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32106.0	8 Mbp	0.0	248-251	50.0	2.8187877655266926	249.94580452251915	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444392_2	SRR6444392_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32106.0	8 Mbp	0.0	248-251	51.0	7.011150563757552	250.9844265869308	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444395_1	SRR6444395_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44523.0	11.1 Mbp	0.0	248-251	50.0	2.899624912966332	250.00759158187904	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444395_2	SRR6444395_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	44523.0	11.1 Mbp	0.0	248-251	51.0	5.898075152168542	250.98531096287311	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444396_1	SRR6444396_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22711.0	5.6 Mbp	0.0	248-251	51.0	3.9804500022015765	249.99273479811546	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444396_2	SRR6444396_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22711.0	5.7 Mbp	0.0	248-251	52.0	8.867949451807494	250.98863986614415	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444414_1	SRR6444414_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12284.0	3 Mbp	0.0	248-251	50.0	3.8016932595245847	250.01636274829045	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444414_2	SRR6444414_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12284.0	3 Mbp	0.0	248-251	51.0	8.938456528817975	250.98550960599152	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444421_1	SRR6444421_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36975.0	9.2 Mbp	0.0	245-251	50.0	2.6423258958755915	250.03029073698445	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444421_2	SRR6444421_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	36975.0	9.2 Mbp	0.0	248-251	51.0	8.659905341446922	250.97830966869506	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444428_1	SRR6444428_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39750.0	9.9 Mbp	0.0	248-251	50.0	2.79748427672956	249.97013836477987	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444428_2	SRR6444428_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	39750.0	9.9 Mbp	0.0	248-251	51.0	6.264150943396227	250.9880251572327	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444431_1	SRR6444431_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21987.0	5.4 Mbp	0.0	248-251	49.0	2.7334333924591805	250.05198526401963	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444431_2	SRR6444431_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21987.0	5.5 Mbp	0.0	248-251	50.0	7.513530722699777	250.98499113112294	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444433_1	SRR6444433_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30692.0	7.6 Mbp	0.0	248-251	50.0	2.847647595464616	249.90890134236935	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444433_2	SRR6444433_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30692.0	7.7 Mbp	0.0	248-251	50.0	6.829141144272123	250.9834810374039	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444443_1	SRR6444443_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25727.0	6.4 Mbp	0.0	248-251	50.0	2.989077622730983	249.9978232984802	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444443_2	SRR6444443_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25727.0	6.4 Mbp	0.0	248-251	51.0	7.101488708360866	250.99071014887085	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444447_1	SRR6444447_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24591.0	6.1 Mbp	0.0	248-251	50.0	2.212191452157293	249.79736488959375	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444447_2	SRR6444447_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24591.0	6.1 Mbp	0.0	248-251	50.0	7.6247407588142	250.98222927087144	251	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444449_1	SRR6444449_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22985.0	5.7 Mbp	0.0	248-251	51.0	3.6806613008483793	250.03911246465086	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444449_2	SRR6444449_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22985.0	5.7 Mbp	0.0	248-251	51.0	8.88840548183598	250.98612138351098	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444460_1	SRR6444460_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15047.0	3.7 Mbp	0.0	248-251	56.0	2.944108460158171	250.12946102213067	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444460_2	SRR6444460_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	15047.0	3.7 Mbp	0.0	248-251	57.0	7.695886223167409	250.98670831394963	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444461_1	SRR6444461_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20207.0	5 Mbp	0.0	245-251	50.0	3.0286534369277973	249.98812292769833	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444461_2	SRR6444461_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20207.0	5 Mbp	0.0	248-251	51.0	7.744840896718959	250.98644034245558	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444464_1	SRR6444464_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28262.0	7 Mbp	0.0	248-251	51.0	2.745736324393178	250.0461750760739	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444464_2	SRR6444464_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28262.0	7 Mbp	0.0	248-251	51.0	6.733422970773477	250.98704974877927	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444479_1	SRR6444479_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12064.0	3 Mbp	0.0	248-251	49.0	3.3570954907161803	249.9496850132626	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444479_2	SRR6444479_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12064.0	3 Mbp	0.0	249-251	50.0	10.319960212201591	250.97969164456234	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444482_1	SRR6444482_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25670.0	6.4 Mbp	0.0	248-251	50.0	2.910011686793923	250.03311258278146	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444482_2	SRR6444482_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25670.0	6.4 Mbp	0.0	248-251	51.0	7.900272691858199	250.98613167121152	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444503_1	SRR6444503_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28097.0	7 Mbp	0.0	248-251	51.0	3.270811830444532	250.02840160871267	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444503_2	SRR6444503_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28097.0	7 Mbp	0.0	248-251	51.0	7.826458340748123	250.98366373634195	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444511_1	SRR6444511_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31306.0	7.8 Mbp	0.0	248-251	52.0	4.2004727528269346	249.89586660704018	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444511_2	SRR6444511_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31306.0	7.8 Mbp	0.0	248-251	53.0	8.503162333099086	250.9827828531272	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444522_1	SRR6444522_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28162.0	7 Mbp	0.0	248-251	51.0	3.2313045948441164	249.95813507563383	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444522_2	SRR6444522_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28162.0	7 Mbp	0.0	248-251	51.0	8.348128684042326	250.9859740075279	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444523_1	SRR6444523_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30971.0	7.7 Mbp	0.0	248-251	51.0	4.181330922475865	250.01633786445385	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444523_2	SRR6444523_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	30971.0	7.7 Mbp	0.0	248-251	52.0	8.472441961835266	250.98653579154694	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444527_1	SRR6444527_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24496.0	6.1 Mbp	0.0	248-251	49.0	2.302416721097322	249.92031352057478	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444527_2	SRR6444527_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24496.0	6.1 Mbp	0.0	248-251	50.0	7.254245591116917	250.98799804049642	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444528_1	SRR6444528_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21434.0	5.3 Mbp	0.0	248-251	50.0	3.1631986563403935	249.9724736400112	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444528_2	SRR6444528_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21434.0	5.3 Mbp	0.0	248-251	50.0	7.0542129327237095	250.9876831202762	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444530_1	SRR6444530_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20870.0	5.2 Mbp	0.0	248-251	52.0	4.15428845232391	249.9511739338764	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444530_2	SRR6444530_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20870.0	5.2 Mbp	0.0	248-251	53.0	10.531863919501678	250.9851461427887	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444531_1	SRR6444531_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34400.0	8.6 Mbp	0.0	248-251	51.0	3.1744186046511627	250.0210465116279	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444531_2	SRR6444531_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34400.0	8.6 Mbp	0.0	248-251	51.0	6.892441860465117	250.98718023255813	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444533_1	SRR6444533_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19614.0	4.9 Mbp	0.0	248-251	51.0	4.26226164984195	249.90272254512084	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444533_2	SRR6444533_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19614.0	4.9 Mbp	0.0	248-251	52.0	9.809319873559701	250.98531661058428	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444535_1	SRR6444535_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19039.0	4.7 Mbp	0.0	248-251	50.0	3.035873732864121	250.02237512474395	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444535_2	SRR6444535_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19039.0	4.7 Mbp	0.0	248-251	51.0	9.018330794684596	250.98077630127634	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444536_1	SRR6444536_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23931.0	5.9 Mbp	0.0	244-251	50.0	3.3387656178178933	250.01073920855794	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444536_2	SRR6444536_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23931.0	6 Mbp	0.0	248-251	51.0	7.341941414901173	250.9872132380594	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444545_1	SRR6444545_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12104.0	3 Mbp	0.0	248-251	50.0	4.304362194315928	249.99884335756775	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444545_2	SRR6444545_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12104.0	3 Mbp	0.0	249-251	51.0	10.161929940515533	250.98570720423	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444549_1	SRR6444549_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18941.0	4.7 Mbp	0.0	248-251	51.0	4.4928990021646165	249.9082941766538	250	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SRR6444549_2	SRR6444549_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18941.0	4.7 Mbp	0.0	248-251	52.0	13.848265667071432	250.97597803706245	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444550_1	SRR6444550_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32684.0	8.1 Mbp	0.0	248-251	50.0	2.4354424183086523	249.93648268265818	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444550_2	SRR6444550_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	32684.0	8.2 Mbp	0.0	248-251	50.0	6.027414025211113	250.9886794761963	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444551_1	SRR6444551_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28568.0	7.1 Mbp	0.0	248-251	51.0	2.8878465415849903	249.98554326519184	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444551_2	SRR6444551_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	28568.0	7.1 Mbp	0.0	248-251	51.0	7.308877065247829	250.98662839540745	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444556_1	SRR6444556_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12974.0	3.2 Mbp	0.0	248-251	52.0	4.046554647757052	249.9488207183598	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444556_2	SRR6444556_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12974.0	3.2 Mbp	0.0	248-251	52.0	8.293510097117311	250.9923693540928	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444566_1	SRR6444566_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25073.0	6.2 Mbp	0.0	248-251	53.0	3.645355561759662	249.9334742551749	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444566_2	SRR6444566_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25073.0	6.2 Mbp	0.0	247-251	54.0	7.621744506042356	250.98723726717984	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444568_1	SRR6444568_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21099.0	5.2 Mbp	0.0	248-251	50.0	3.436181809564434	249.92573107730223	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444568_2	SRR6444568_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21099.0	5.2 Mbp	0.0	248-251	51.0	8.55016825441964	250.98848286648655	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444572_1	SRR6444572_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31909.0	7.9 Mbp	0.0	248-251	51.0	3.400294587733868	249.97900278918175	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444572_2	SRR6444572_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	31909.0	8 Mbp	0.0	248-251	52.0	6.972954338901251	250.98771506471527	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444581_1	SRR6444581_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22088.0	5.5 Mbp	0.0	248-251	50.0	3.6082940963419055	249.95413799348063	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444581_2	SRR6444581_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22088.0	5.5 Mbp	0.0	248-251	50.0	8.724194132560667	250.98275081492213	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444596_1	SRR6444596_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11067.0	2.7 Mbp	0.0	248-251	52.0	3.9577121171049066	249.98039215686273	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444596_2	SRR6444596_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	11067.0	2.7 Mbp	0.0	248-251	52.0	10.093069485858859	250.9870787024487	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444603_1	SRR6444603_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17807.0	4.4 Mbp	0.0	248-251	53.0	4.324142191273095	249.93581175942046	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444603_2	SRR6444603_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17807.0	4.4 Mbp	0.0	249-251	54.0	10.434098949851183	250.986522154209	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444635_1	SRR6444635_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22337.0	5.5 Mbp	0.0	248-251	52.0	2.820432466311501	249.9738102699557	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444635_2	SRR6444635_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22337.0	5.6 Mbp	0.0	247-251	53.0	7.431615704884273	250.98549491874468	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444637_1	SRR6444637_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25280.0	6.3 Mbp	0.0	248-251	51.0	4.161392405063291	249.96408227848102	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444637_2	SRR6444637_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25280.0	6.3 Mbp	0.0	248-251	52.0	11.566455696202532	250.97432753164557	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444656_1	SRR6444656_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19105.0	4.7 Mbp	0.0	248-251	50.0	3.365611096571578	250.001779638838	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444656_2	SRR6444656_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	19105.0	4.7 Mbp	0.0	248-251	50.0	7.364564250196285	250.98618162784612	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6444657_1	SRR6444657_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16820.0	4.2 Mbp	0.0	248-251	52.0	2.1462544589774075	249.97080856123662	250	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
