Sample	Top over-represented sequence	Sum of remaining over-represented sequences
SRR6444192_1	33.913088624682	58.17974144644615
SRR6444192_2	12.418877524531437	72.83630133430246
SRR6444202_1	52.86550878422344	40.672706341658724
SRR6444202_2	26.74308023424596	60.64367585965265
SRR6444203_1	16.321723685226658	74.42273534635878
SRR6444203_2	10.664916209745927	69.17136458413775
SRR6444206_1	56.11900826446281	37.95041322314052
SRR6444206_2	27.88099173553719	60.76694214876029
SRR6444216_1	49.964669567481124	43.977091003756186
SRR6444216_2	15.534233329614342	68.44062627840387
SRR6444217_1	22.73524511093572	70.49022187143727
SRR6444217_2	23.357888275015345	63.202665965096855
SRR6444218_1	49.55718683400426	43.73668008524745
SRR6444218_2	22.69476675349278	62.62372720814587
SRR6444257_1	66.91967109424415	27.868987707284887
SRR6444257_2	61.997084948986604	27.610483183455706
SRR6444265_1	42.46363704876027	50.889290828246224
SRR6444265_2	38.96676463938503	46.89878664556484
SRR6444279_1	35.27804934153775	56.86928518028637
SRR6444279_2	19.958019437575476	67.85899131634939
SRR6444288_1	53.02383939774153	40.476787954830634
SRR6444288_2	22.765370138017566	64.43663739021332
SRR6444294_1	53.35838946154132	39.45595951326612
SRR6444294_2	14.404792914821568	72.00535853830982
SRR6444311_1	33.24362209139333	59.76450798990751
SRR6444311_2	18.345948976731147	69.46453602467061
SRR6444312_1	48.6010579064588	44.97494432071269
SRR6444312_2	22.633630289532295	64.0311804008909
SRR6444314_1	43.35680751173709	50.288397048960434
SRR6444314_2	20.204560697518446	67.84037558685445
SRR6444323_1	25.52606570730383	65.9957914743416
SRR6444323_2	8.359353787673092	77.75929948411618
SRR6444332_1	46.02325152242111	46.24469459309838
SRR6444332_2	15.422587193209077	70.86178261671894
SRR6444338_1	20.702076101905824	72.69303818193731
SRR6444338_2	15.875302901303295	69.83430480057635
SRR6444345_1	22.120515378942347	70.04034532124417
SRR6444345_2	13.747776669124983	73.15517764955968
SRR6444349_1	20.424583771739805	71.57269295042394
SRR6444349_2	7.569474531162963	77.05019496193603
SRR6444354_1	30.954726718273516	61.96575181796855
SRR6444354_2	9.026507154585971	77.40558292282428
SRR6444362_1	36.836260852008884	55.83484756713103
SRR6444362_2	15.39975772259237	71.4365031294165
SRR6444365_1	58.967558607624916	34.615202462704254
SRR6444365_2	16.168600520956666	66.09519299076487
SRR6444370_1	40.09534632334599	52.00809335070262
SRR6444370_2	10.463150309044043	73.95992128384934
SRR6444371_1	29.49403207008801	61.79721094723304
SRR6444371_2	10.822650002009404	74.63730257605593
SRR6444374_1	23.90811587793012	66.86753648827951
SRR6444374_2	17.503317116320215	69.89164086687306
SRR6444379_1	23.15368068833652	69.446104206501
SRR6444379_2	8.91491395793499	77.42889579349907
SRR6444381_1	18.870663376397154	72.67140852566885
SRR6444381_2	11.714327188271156	70.19402912856239
SRR6444384_1	48.10599794885368	45.60161445065669
SRR6444384_2	25.34489032983756	62.69229496807491
SRR6444390_1	54.621904165155165	39.44200771691454
SRR6444390_2	19.256010289219404	69.16532005408439
SRR6444392_1	32.32729084906248	60.77991652650593
SRR6444392_2	14.620320189372704	72.31047156294768
SRR6444395_1	26.644655571277763	64.85412034229499
SRR6444395_2	17.119241740224155	70.72748916290455
SRR6444396_1	20.1003918805865	71.6701158029149
SRR6444396_2	9.761789441239928	75.56250275197034
SRR6444414_1	43.33279062194725	49.535981764897436
SRR6444414_2	18.34093129273852	68.06414848583523
SRR6444421_1	48.367816091954026	43.621365787694415
SRR6444421_2	22.442190669371197	60.922244759972926
SRR6444428_1	35.02893081761007	57.49182389937105
SRR6444428_2	12.354716981132077	74.55345911949689
SRR6444431_1	54.81420839587029	38.61372629280938
SRR6444431_2	27.052349115386363	59.41692818483648
SRR6444433_1	40.30040401407533	52.34588817933015
SRR6444433_2	26.352143881141664	60.08731917111951
SRR6444443_1	44.15983208302561	48.47436545263731
SRR6444443_2	20.344385276169007	66.90636296497846
SRR6444447_1	52.42975072180879	41.226464966857804
SRR6444447_2	20.088650319222477	65.71103249156192
SRR6444449_1	22.392864911899064	69.10593865564498
SRR6444449_2	20.143571894713943	64.83358712203609
SRR6444460_1	60.19804612215059	32.93015218980526
SRR6444460_2	44.580315012959396	42.89227088456173
SRR6444461_1	40.95610432028505	52.42242787152968
SRR6444461_2	24.159944573662592	63.06725392190828
SRR6444464_1	41.45495718632793	51.535630882456985
SRR6444464_2	17.893284268629255	69.01847003042954
SRR6444479_1	52.354111405835546	41.42904509283819
SRR6444479_2	25.83720159151194	58.69529177718833
SRR6444482_1	43.595636930268796	48.815738215816125
SRR6444482_2	15.449941566030386	70.1519283209973
SRR6444503_1	38.292344378403385	53.557319286756595
SRR6444503_2	16.912837669502082	68.55892088123288
SRR6444511_1	14.339104325049512	75.47434996486297
SRR6444511_2	8.781064332715774	75.58295534402349
SRR6444522_1	28.538456075562813	64.18933314395284
SRR6444522_2	12.183083587813366	73.89389958099568
SRR6444523_1	16.53482289884085	74.43737690097186
SRR6444523_2	7.823447741435537	77.23999870846924
SRR6444527_1	56.24183540169824	37.18158066623123
SRR6444527_2	20.440071848465056	65.65969954278255
SRR6444528_1	42.973779975739475	49.80871512550151
SRR6444528_2	15.335448353083885	72.0817392927125
SRR6444530_1	17.513176808816482	73.92908481073314
SRR6444530_2	11.245807379012938	71.99808337326306
SRR6444531_1	34.127906976744185	57.94476744186048
SRR6444531_2	15.83139534883721	71.26453488372101
SRR6444533_1	15.942693994085857	75.42571632507395
SRR6444533_2	7.968797797491588	76.07321301111456
SRR6444535_1	47.597037659540945	45.737696307579185
SRR6444535_2	24.71768475235044	59.69326120069333
SRR6444536_1	38.067778195645815	54.210020475533824
SRR6444536_2	21.07308511971919	66.09000877522878
SRR6444545_1	49.16556510244548	42.28354263053537
SRR6444545_2	25.958360872438863	57.98909451421018
SRR6444549_1	18.520669447230876	72.84198299984163
SRR6444549_2	7.43888918219735	71.59072910617175
SRR6444550_1	49.889854362991066	43.85020193366784
SRR6444550_2	21.36519397870518	67.06033533227269
SRR6444551_1	32.83043965275833	60.66227947353683
SRR6444551_2	17.00154018482218	69.40282833940074
SRR6444556_1	31.54771080622784	61.29181439802683
SRR6444556_2	29.95221211654077	57.12193618005241
SRR6444566_1	35.368723327882584	55.729270530052254
SRR6444566_2	13.640170701551469	71.54309416503814
SRR6444568_1	40.47111237499408	52.016683255130516
SRR6444568_2	15.49836485141476	69.60045499786723
SRR6444572_1	27.854210410855874	63.83152088752388
SRR6444572_2	20.335955373092233	66.64264000752138
SRR6444581_1	25.199203187250994	66.9322709163346
SRR6444581_2	16.760231800072436	67.94639623324882
SRR6444596_1	50.53763440860215	42.04391433992952
SRR6444596_2	21.93006234751965	63.02521008403362
SRR6444603_1	18.880215645532655	72.81967765485481
SRR6444603_2	14.853709215477059	68.70331891952605
SRR6444635_1	54.54179164614765	38.2370058647088
SRR6444635_2	21.976988852576444	63.57612929220576
SRR6444637_1	24.410601265822784	66.49525316455694
SRR6444637_2	8.564082278481013	72.0371835443038
SRR6444656_1	52.253336822821254	39.75922533368227
SRR6444656_2	26.129285527348863	59.83250457995289
SRR6444657_1	76.5576694411415	18.311533888228283
SRR6444657_2	66.82520808561236	19.15576694411415
SRR6444667_1	32.247725392886686	60.0961538461539
SRR6444667_2	13.451199338296114	69.50992555831266
SRR6444669_1	28.649620767847367	64.55547736335916
SRR6444669_2	27.265618891234656	59.26186566580655
SRR6444670_1	42.959797404241854	49.167458056346945
SRR6444670_2	21.367521367521366	65.41627097182658
SRR6444675_1	57.666839781874835	36.50350558296547
SRR6444675_2	27.60321994287198	62.42534406647626
SRR6444678_1	37.038376532047415	55.43901948965243
SRR6444678_2	12.159935704239503	74.86839461523006
SRR6444679_1	47.739974068940846	46.318236687977866
SRR6444679_2	44.02467921491483	44.52094603657171
SRR6444680_1	27.52499806216572	65.2662584295791
SRR6444680_2	21.362685063173398	66.39795364700414
SRR6444695_1	45.15725369149912	48.93634771001918
SRR6444695_2	18.68691082005506	66.86410277800951
SRR6444702_1	45.44281524926686	46.944281524926694
SRR6444702_2	16.13489736070381	71.42521994134901
SRR6444708_1	25.115645486278627	66.99775803842556
SRR6444708_2	18.937480489258448	67.73845673581752
SRR6444713_1	17.749532710280373	73.35327102803735
SRR6444713_2	17.966355140186916	65.63738317757006
SRR6444724_1	58.762841530054644	35.60655737704917
SRR6444724_2	27.76830601092896	59.956284153005434
SRR6444735_1	33.21430848689664	58.45501498437798
SRR6444735_2	14.875980360900337	72.35541669323473
SRR6444736_1	40.2088677171125	52.53939171857827
SRR6444736_2	25.137412971784535	62.91681934774645
SRR6444758_1	26.256033347959633	64.75976305397107
SRR6444758_2	9.768538832821413	74.44602896007021
SRR6444768_1	46.35728542914171	46.22184203022526
SRR6444768_2	42.607641859138866	44.375534644995724
SRR6444776_1	25.75827205882353	65.70159313725489
SRR6444776_2	9.275428921568627	77.21354166666661
SRR6444788_1	23.87983446584581	67.8792213763858
SRR6444788_2	9.129923874725387	75.60925765084546
SRR6444792_1	56.52665091917428	38.47180856526651
SRR6444792_2	28.643319297524904	60.326589298551944
SRR6444797_1	59.861364465523536	33.834367019335986
SRR6444797_2	28.712148850784384	58.27435242612184
SRR6444802_1	31.50186611234469	60.20692587518303
SRR6444802_2	14.092691453677894	70.86975008267581
SRR6444816_1	23.53525322740814	67.94258373205741
SRR6444816_2	19.292227137311546	64.54816285998015
SRR6444823_1	44.03391155337763	48.01431019451041
SRR6444823_2	23.09773622343144	64.52514806241162
SRR6444824_1	50.80125195618154	42.50078247261346
SRR6444824_2	24.851330203442878	63.05477308294207
SRR6444838_1	29.302913625653698	63.548071949887955
SRR6444838_2	22.68260444802023	63.31820010344234
SRR6444840_1	53.06052920467881	40.424726501873785
SRR6444840_2	20.161259794829085	67.04394897225274
SRR6444846_1	20.61141304347826	70.80163043478258
SRR6444846_2	9.925271739130435	74.42255434782608
SRR6444849_1	19.86498814085021	71.26436781609195
SRR6444849_2	11.16584564860427	74.25287356321836
SRR6444854_1	87.58808669059965	6.508443026193348
SRR6444854_2	63.056774365111025	24.983379869698197
SRR6444859_1	24.231851435002813	68.1673232039017
SRR6444859_2	22.56237103732883	64.04051772650534
SRR6444863_1	25.684303470760035	66.09047069211437
SRR6444863_2	15.665964816953068	71.6192352102153
SRR6444864_1	80.42113040265977	14.34059844846692
SRR6444864_2	70.04802364240858	16.49057997783521
SRR6444881_1	21.47488874761602	69.39605848696753
SRR6444881_2	7.327823691460054	72.96037296037294
SRR6444885_1	35.46795779472891	56.46553692961219
SRR6444885_2	32.658840725346	52.39117526149909
SRR6444903_1	21.68728478510394	70.53947200612168
SRR6444903_2	11.4143604132126	72.95625557964549
SRR6444927_1	31.820597614267154	59.42482579426006
SRR6444927_2	15.622416440297627	70.0543285697414
SRR6444932_1	63.48255813953488	31.13372093023259
SRR6444932_2	57.31395348837209	30.883720930232585
SRR6444938_1	53.828462444606494	40.477926740337686
SRR6444938_2	48.99870982217984	38.0378078195995
SRR6444943_1	53.62256432339326	39.745936053396505
SRR6444943_2	20.244375067283883	66.99860049520937
SRR6444945_1	15.614299411039584	76.17221385198373
SRR6444945_2	15.281011733552482	70.23695384193951
SRR6444948_1	16.611938548141197	74.70094992377159
SRR6444948_2	9.176732731324028	77.3015128415621
SRR6444957_1	17.61229314420804	74.28466617754957
SRR6444957_2	12.586614494171355	73.14746881878206
SRR6444958_1	31.87222384764742	60.268106497858895
SRR6444958_2	15.761895895949147	69.11189722584251
SRR6444959_1	56.09213887049474	38.099517548008684
SRR6444959_2	17.850723677986945	69.05212373474605
SRR6444964_1	62.51490286836384	31.411739953713457
SRR6444964_2	33.27021530261589	54.63216214320777
SRR6444980_1	39.086916012245446	52.32264075602287
SRR6444980_2	17.090376680420604	69.7271396246506
SRR6444996_1	29.915997302103133	62.61266785210614
SRR6444996_2	16.8036053712674	70.86271383898462
SRR6444999_1	34.63874926763083	58.28425174997686
SRR6444999_2	32.514107743069474	55.02790712017023
SRR6445001_1	61.973989781699956	31.365536460752452
SRR6445001_2	58.42545285647933	30.36228518346494
SRR6445013_1	22.51588762843737	68.8305517610026
SRR6445013_2	9.407851755063254	75.84486547484707
SRR6445016_1	43.59365970444976	49.53768678279535
SRR6445016_2	25.58821101296128	62.66407991414184
SRR6445020_1	48.88791176578359	44.2270345535158
SRR6445020_2	25.05587922758419	60.690337473892484
SRR6445027_1	56.403441746121395	36.36756253945048
SRR6445027_2	25.18188764492874	60.13753695890507
SRR6445035_1	25.33166241735448	66.51397951687477
SRR6445035_2	11.006438788297826	74.68562292035779
