Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Fungus_79_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0025610490056726595)	(32.0, 0.0038415735085089897)	(33.0, 0.0025610490056726595)	(34.0, 0.006402622514181649)	(35.0, 0.06146517613614386)	(36.0, 0.26762962109279326)	(37.0, 0.02945206356523557)	(38.0, 0.0012805245028363298)	(39.0, 0.2561049005672665)	(40.0, 0.2484217535502486)	(41.0, 0.026891014559562918)	(42.0, 0.2561049005672665)	(43.0, 1.1588746750668795)	(44.0, 0.5352592421855843)	(45.0, 0.9463076075960577)	(46.0, 0.9924064896981662)	(47.0, 2.6506857208712353)	(48.0, 4.995326085564459)	(49.0, 3.580346509930516)	(50.0, 7.088983647701383)	(51.0, 3.662300078112051)	(52.0, 0.7913641427528574)	(53.0, 1.0500300923257977)	(54.0, 5.4050939264719915)	(55.0, 2.4355576043947074)	(56.0, 5.548512670789628)	(57.0, 5.826386487905048)	(58.0, 17.461232120677483)	(59.0, 4.337136491106736)	(60.0, 1.6313882166134583)	(61.0, 2.8914243274044926)	(62.0, 14.340593907266284)	(63.0, 5.722664003175329)	(64.0, 1.3842469875660608)	(65.0, 0.6312985798983117)	(66.0, 0.1805539548999227)	(67.0, 1.8567605291126394)	(68.0, 1.7159028338006515)	(69.0, 0.015366294034035959)	(70.0, 0.0012805245028363298)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_79_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.001215052064980967)	(33.0, 0.001215052064980967)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.004860208259923868)	(38.0, 0.051032186729200645)	(39.0, 0.06561281150897225)	(40.0, 0.8067945711473692)	(41.0, 0.972041651984782)	(42.0, 0.4848057739274037)	(43.0, 0.692579677039155)	(44.0, 0.7168807183387751)	(45.0, 0.9477406106851641)	(46.0, 3.2988663564234457)	(47.0, 4.156693114299961)	(48.0, 3.7289947874267573)	(49.0, 3.817693588170348)	(50.0, 1.2174821691109234)	(51.0, 2.0109111675434743)	(52.0, 0.8954933718909822)	(53.0, 2.9938882881131885)	(54.0, 4.504198004884439)	(55.0, 1.7909867437819071)	(56.0, 1.7557502338974615)	(57.0, 7.613516239170128)	(58.0, 19.05323143096551)	(59.0, 15.264699092358303)	(60.0, 4.377832590126447)	(61.0, 3.658521767657853)	(62.0, 2.268502205319469)	(63.0, 4.710756855931156)	(64.0, 2.750877875116968)	(65.0, 0.5965905639056559)	(66.0, 0.2624512460358891)	(67.0, 0.7168807183387751)	(68.0, 0.3450747864545937)	(69.0, 0.1591718205125068)	(70.0, 1.7363094008577669)	(71.0, 1.5346107580709378)	(72.0, 0.021870937169657403)	(73.0, 0.007290312389885802)	(74.0, 0.0036451561949429013)	(75.0, 0.0)	(76.0, 0.001215052064980967)	(77.0, 0.001215052064980967)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_7_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0013093804011941532)	(28.0, 0.0013093804011941532)	(29.0, 0.006546902005970764)	(30.0, 0.03011574922746551)	(31.0, 0.09165662808359065)	(32.0, 0.20557272298748241)	(33.0, 0.29853873147226695)	(34.0, 0.0982035300895614)	(35.0, 0.013093804011941532)	(36.0, 0.01833132561671814)	(37.0, 0.21735714659822988)	(38.0, 0.15188812653852177)	(39.0, 0.6324307337767767)	(40.0, 0.5381553448907951)	(41.0, 0.3692452731367502)	(42.0, 1.25569580474519)	(43.0, 5.481066359398575)	(44.0, 3.0443094327764775)	(45.0, 2.647567171214604)	(46.0, 2.246896768449148)	(47.0, 3.0626407583931976)	(48.0, 6.448698475880835)	(49.0, 5.614623160320349)	(50.0, 2.6488765516157984)	(51.0, 7.142670088513578)	(52.0, 5.759964384852867)	(53.0, 8.470381815324437)	(54.0, 16.732572146862424)	(55.0, 5.9851778138582095)	(56.0, 4.1075263185462205)	(57.0, 6.84805949824496)	(58.0, 3.997538364845929)	(59.0, 1.3368773896192228)	(60.0, 1.3329492484156407)	(61.0, 1.5267375477923644)	(62.0, 0.9021630964227799)	(63.0, 0.1322474205206093)	(64.0, 0.0903472476823965)	(65.0, 0.21997590740061823)	(66.0, 0.25925731943644287)	(67.0, 0.024878227622688903)	(68.0, 0.006546902005970764)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_7_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0012513138795735286)	(20.0, 0.002502627759147057)	(21.0, 0.0012513138795735286)	(22.0, 0.002502627759147057)	(23.0, 0.002502627759147057)	(24.0, 0.0062565693978676425)	(25.0, 0.0175183943140294)	(26.0, 0.20146153461133853)	(27.0, 0.4279493468141448)	(28.0, 0.020021022073176454)	(29.0, 0.021272335952749983)	(30.0, 0.2540167175534268)	(31.0, 0.023774963711897037)	(32.0, 0.003753941638720586)	(33.0, 0.015015766554882345)	(34.0, 0.01626708043445587)	(35.0, 0.216477301166221)	(36.0, 0.22523649832323572)	(37.0, 0.06506832173782352)	(38.0, 0.36538365283546925)	(39.0, 4.813804494719319)	(40.0, 4.253215876670505)	(41.0, 0.553080734771499)	(42.0, 0.8696631463036107)	(43.0, 1.685519795785513)	(44.0, 2.2073176835676933)	(45.0, 1.3013664347564613)	(46.0, 0.8784223434606258)	(47.0, 1.828169578056887)	(48.0, 2.0321337404273794)	(49.0, 5.271785374643126)	(50.0, 6.052605235496831)	(51.0, 3.6475799589569884)	(52.0, 2.6427749136593306)	(53.0, 4.592321938034854)	(54.0, 14.581560638672766)	(55.0, 8.674107813203449)	(56.0, 3.82526652985645)	(57.0, 2.0471495069822634)	(58.0, 4.579808799239122)	(59.0, 6.005055308073047)	(60.0, 3.1708293708394195)	(61.0, 3.2947094449172134)	(62.0, 1.5241003053205369)	(63.0, 0.8408829270734188)	(64.0, 2.039641623704821)	(65.0, 2.8142049151609236)	(66.0, 0.40792832474096863)	(67.0, 0.39416387206566)	(68.0, 0.40042044146352757)	(69.0, 0.24901146203513275)	(70.0, 0.05255518294208823)	(71.0, 0.30281795885679375)	(72.0, 0.2652785424695884)	(73.0, 0.003753941638720586)	(74.0, 0.0012513138795735286)	(75.0, 0.002502627759147057)	(76.0, 0.002502627759147057)	(77.0, 0.0012513138795735286)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_80_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.001333884672331219)	(33.0, 0.004001654016993658)	(34.0, 0.005335538689324876)	(35.0, 0.004001654016993658)	(36.0, 0.033347116808280466)	(37.0, 0.23743147167495757)	(38.0, 0.08536861902919798)	(39.0, 0.6002481025490481)	(40.0, 0.5922447945150606)	(41.0, 0.8883671917725997)	(42.0, 1.1484747028771842)	(43.0, 1.436593792100711)	(44.0, 2.3316304072349565)	(45.0, 4.248422681375084)	(46.0, 5.667675972735179)	(47.0, 9.421227440675212)	(48.0, 8.523523056195893)	(49.0, 2.7758140031213028)	(50.0, 2.6504288439221537)	(51.0, 5.612986701169611)	(52.0, 5.1594659125771)	(53.0, 5.643666048633222)	(54.0, 4.7019434699675955)	(55.0, 3.5921514225881017)	(56.0, 4.01899451773414)	(57.0, 4.0256639410957975)	(58.0, 12.813296162415044)	(59.0, 2.5984073417012303)	(60.0, 1.7087062652562643)	(61.0, 0.8616894983259744)	(62.0, 0.8256746121730305)	(63.0, 0.9844068881804502)	(64.0, 4.624578158972403)	(65.0, 0.9590630794061562)	(66.0, 0.25077031839826985)	(67.0, 0.21742320158998915)	(68.0, 0.38282490095905874)	(69.0, 0.3548133228401036)	(70.0, 0.008003308033987314)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_80_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0013995605379910723)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0013995605379910723)	(31.0, 0.0027991210759821445)	(32.0, 0.0)	(33.0, 0.0027991210759821445)	(34.0, 0.004198681613973217)	(35.0, 0.02519208968383929)	(36.0, 0.2477222152244204)	(37.0, 0.2841107892121882)	(38.0, 0.7683587353571022)	(39.0, 0.5332325649745955)	(40.0, 0.6619921344697777)	(41.0, 0.42126772193531126)	(42.0, 1.6850708877412284)	(43.0, 1.994373766637238)	(44.0, 5.556255335824465)	(45.0, 11.662537963080217)	(46.0, 2.008369372017148)	(47.0, 2.5094120446179846)	(48.0, 3.59547102209918)	(49.0, 4.794894403157496)	(50.0, 1.1056528250129574)	(51.0, 1.1602356859946061)	(52.0, 2.1105372912904903)	(53.0, 1.8754111209080035)	(54.0, 9.40644637583758)	(55.0, 4.605953730528744)	(56.0, 3.7144336678284344)	(57.0, 4.663335712586365)	(58.0, 9.33926747001398)	(59.0, 6.291024618269613)	(60.0, 4.263061398720997)	(61.0, 1.9859764034092922)	(62.0, 3.081832304656398)	(63.0, 5.725602160921348)	(64.0, 2.6829575513288972)	(65.0, 0.9335068788400535)	(66.0, 0.08537319281745538)	(67.0, 0.046185497753705396)	(68.0, 0.07137758743754472)	(69.0, 0.08397363227946432)	(70.0, 0.005598242151964289)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0013995605379910723)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_82_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.011864909530064279)	(33.0, 0.011864909530064279)	(34.0, 0.0016949870757234685)	(35.0, 0.0008474935378617343)	(36.0, 0.005084961227170406)	(37.0, 0.016102377219372948)	(38.0, 0.09491927624051422)	(39.0, 0.40425441756004765)	(40.0, 0.16102377219372996)	(41.0, 0.24238315182845532)	(42.0, 0.40171193694646234)	(43.0, 0.9093605661256335)	(44.0, 1.2339505911266595)	(45.0, 0.9161405144285271)	(46.0, 4.5281579727949275)	(47.0, 4.890885206999667)	(48.0, 3.274715030297707)	(49.0, 6.051951353870555)	(50.0, 4.555277766006497)	(51.0, 7.972371710666118)	(52.0, 7.786770625874315)	(53.0, 7.198610110598002)	(54.0, 8.996991397941422)	(55.0, 6.824017966862947)	(56.0, 10.005508707997343)	(57.0, 8.421543285733042)	(58.0, 4.566295181998696)	(59.0, 2.9891097080383675)	(60.0, 3.2687825755326765)	(61.0, 2.283147590999594)	(62.0, 0.8364761218695286)	(63.0, 0.6627399466078829)	(64.0, 0.28475782872154143)	(65.0, 0.07542692486969427)	(66.0, 0.02118733844654335)	(67.0, 0.015254883681511214)	(68.0, 0.016102377219372948)	(69.0, 0.030509767363022446)	(70.0, 0.023729819060128558)	(71.0, 0.008474935378617343)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_82_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0008340840089413719)	(30.0, 0.0008340840089413719)	(31.0, 0.004170420044706859)	(32.0, 0.013345344143061948)	(33.0, 0.0033363360357654874)	(34.0, 0.00834084008941372)	(35.0, 0.06339038467954422)	(36.0, 0.06505855269742696)	(37.0, 0.04921095652754094)	(38.0, 0.5296433456777753)	(39.0, 0.915824241817618)	(40.0, 0.41287158442597993)	(41.0, 0.8941380575851434)	(42.0, 1.0809728755880001)	(43.0, 1.0150802388816356)	(44.0, 0.8115637406999524)	(45.0, 1.1401928402228343)	(46.0, 1.2302739131884974)	(47.0, 0.5571681179728413)	(48.0, 2.3479464851700538)	(49.0, 3.913522169952726)	(50.0, 6.23811430287256)	(51.0, 4.991158709504733)	(52.0, 7.622693757715868)	(53.0, 7.827044339906597)	(54.0, 5.471591098655091)	(55.0, 6.1046608614418805)	(56.0, 5.206352383811614)	(57.0, 4.1453975244383745)	(58.0, 4.485703800086377)	(59.0, 8.341674173423657)	(60.0, 8.264938444601016)	(61.0, 2.930137123411072)	(62.0, 5.636739732425558)	(63.0, 4.210456077135786)	(64.0, 0.7673572882260622)	(65.0, 0.43455776865845613)	(66.0, 0.2543956227271175)	(67.0, 0.5738497981516693)	(68.0, 0.7223167517432307)	(69.0, 0.5638407900443725)	(70.0, 0.12928302138591288)	(71.0, 0.005838588062589602)	(72.0, 0.005004504053648232)	(73.0, 0.002502252026824116)	(74.0, 0.0008340840089413719)	(75.0, 0.0008340840089413719)	(76.0, 0.0)	(77.0, 0.0016681680178827437)	(78.0, 0.0016681680178827437)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0008340840089413719)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0008340840089413719)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_85_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0008106815399707063)	(29.0, 0.0016213630799414127)	(30.0, 0.0008106815399707063)	(31.0, 0.0008106815399707063)	(32.0, 0.004053407699853531)	(33.0, 0.0032427261598828253)	(34.0, 0.021888401579209068)	(35.0, 0.0567477077979494)	(36.0, 0.2505005958509473)	(37.0, 11.103094371439568)	(38.0, 15.419162890239683)	(39.0, 0.8698612923885608)	(40.0, 0.119170186375694)	(41.0, 0.16943244185387785)	(42.0, 0.33886488370775425)	(43.0, 0.7604192844925217)	(44.0, 1.0644248619815193)	(45.0, 1.9813056836884613)	(46.0, 1.7664750755961998)	(47.0, 2.0299465760867093)	(48.0, 2.470146652290853)	(49.0, 1.5621833275235586)	(50.0, 1.700809870858565)	(51.0, 1.54353765210423)	(52.0, 1.5232706136049603)	(53.0, 3.1762502736051843)	(54.0, 2.465282563051028)	(55.0, 4.061514515252995)	(56.0, 2.9030505946351184)	(57.0, 8.351641224779296)	(58.0, 2.3420589689754667)	(59.0, 1.6554117046202004)	(60.0, 15.854498877203554)	(61.0, 14.062892673869923)	(62.0, 0.30562694056895456)	(63.0, 0.0356699877587111)	(64.0, 0.013781586179502004)	(65.0, 0.002432044619912119)	(66.0, 0.0008106815399707063)	(67.0, 0.004053407699853531)	(68.0, 0.002432044619912119)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Fungus_85_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0008403573199324643)	(25.0, 0.0)	(26.0, 0.0016807146398649287)	(27.0, 0.0025210719597973936)	(28.0, 0.0058825012395272505)	(29.0, 0.0058825012395272505)	(30.0, 0.00924393051925711)	(31.0, 0.023530004958109002)	(32.0, 0.040337151356758326)	(33.0, 0.07815323075371909)	(34.0, 0.7697673050581377)	(35.0, 14.965083153354986)	(36.0, 9.0598922661932)	(37.0, 1.973999344521407)	(38.0, 0.24706505206014373)	(39.0, 0.1823575384253449)	(40.0, 0.08067430271351647)	(41.0, 0.5613586897148912)	(42.0, 1.6176878408700017)	(43.0, 1.5126431758784318)	(44.0, 0.5100968931990093)	(45.0, 1.7176903619419763)	(46.0, 0.5151390371186043)	(47.0, 0.40925401480711077)	(48.0, 1.2487709774196152)	(49.0, 1.2798641982571146)	(50.0, 2.8723413195292142)	(51.0, 2.309301915174499)	(52.0, 2.7681370118576125)	(53.0, 3.9278301133641493)	(54.0, 1.8168525256940187)	(55.0, 1.0378412901165786)	(56.0, 7.1237090010679225)	(57.0, 7.597670529510047)	(58.0, 3.4984075228787583)	(59.0, 17.29455364420566)	(60.0, 8.455675353161485)	(61.0, 1.2815449128969794)	(62.0, 0.8714505407699601)	(63.0, 0.7630444464986783)	(64.0, 0.6638822827466532)	(65.0, 0.3226972108540645)	(66.0, 0.11344823819088282)	(67.0, 0.354630789011499)	(68.0, 0.06134608435506986)	(69.0, 0.0075632158793921805)	(70.0, 0.016807146398649282)	(71.0, 0.01848786103851421)	(72.0, 0.0033614292797298573)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
