Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SRR6443843_1	SRR6443843_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26476.0	6.6 Mbp	0.0	248-251	49.0	2.8214231757063004	250.99297476960265	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443843_2	SRR6443843_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26476.0	6.6 Mbp	0.0	246-251	50.0	11.591630155612629	250.11693609306542	250	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443844_1	SRR6443844_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14405.0	3.6 Mbp	0.0	248-251	52.0	4.713641096841375	249.93967372440125	250	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443844_2	SRR6443844_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	14405.0	3.6 Mbp	0.0	248-251	52.0	10.28115237764665	250.98562998958695	251	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443845_1	SRR6443845_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20643.0	5.1 Mbp	0.0	248-251	48.0	2.5383907377803614	250.9943322191542	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443845_2	SRR6443845_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	20643.0	5.1 Mbp	0.0	245-251	49.0	9.809620694666473	250.0553698590321	250	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443846_1	SRR6443846_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26863.0	6.7 Mbp	0.0	248-251	49.0	2.870118750697986	250.9916986189182	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443846_2	SRR6443846_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26863.0	6.7 Mbp	0.0	35-251	49.0	12.321780888210549	250.93042474779438	251	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443847_1	SRR6443847_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35313.0	8.8 Mbp	0.0	248-251	52.0	3.4972956135134368	250.99173109053322	251	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SRR6443847_2	SRR6443847_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35313.0	8.8 Mbp	0.0	245-251	53.0	9.599864072721093	250.13768300625833	250	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
