Sample	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
SRR6443887_1	94.24441863466254	50.0	250.98903084268937	251	40.0	15498.0
SRR6443887_2	87.6435669118596	50.0	250.76848625629114	251	40.0	15498.0
SRR6443888_1	96.23751970572779	50.0	250.98730951129795	251	40.0	38060.0
SRR6443888_2	89.73988439306359	51.0	250.7684182869154	251	40.0	38060.0
SRR6443889_1	97.15188011219867	49.0	250.99411545477727	251	40.0	50981.0
SRR6443889_2	90.97899217355486	50.0	250.95480669268943	251	50.0	50981.0
SRR6443890_1	95.5415309446254	50.0	250.9928338762215	251	40.0	49120.0
SRR6443890_2	89.05537459283387	51.0	250.10270765472313	250	50.0	49120.0
SRR6443891_1	97.07734660783649	49.0	250.9935513067089	251	40.0	26517.0
SRR6443891_2	88.445148395369	49.0	250.08500207414113	250	50.0	26517.0
SRR6443892_1	96.93935472152215	49.0	250.9932111799832	251	40.0	44043.0
SRR6443892_2	91.30395295506663	50.0	250.31221760552188	250	50.0	44043.0
SRR6443893_1	97.67206477732793	48.0	250.99403183023873	251	40.0	28652.0
SRR6443893_2	92.49616082646935	49.0	250.0866606170599	250	50.0	28652.0
SRR6443894_1	95.86292613636364	49.0	250.9949015827922	251	40.0	39424.0
SRR6443894_2	88.12905844155844	50.0	250.1136617288961	250	50.0	39424.0
SRR6443895_1	95.84557879419066	52.0	250.99226752646447	251	40.0	35047.0
SRR6443895_2	88.39558307415756	52.0	250.93454503951835	251	50.0	35047.0
SRR6443896_1	96.27107016856135	50.0	249.95516464131714	250	40.0	20408.0
SRR6443896_2	91.4592316738534	51.0	250.9891219129753	251	40.0	20408.0
SRR6443897_1	98.10274048596472	48.0	250.9914124043049	251	40.0	45065.0
SRR6443897_2	91.31032952402086	48.0	250.04142904693222	250	50.0	45065.0
SRR6443898_1	96.73933739527799	52.0	250.9914556359482	251	40.0	42016.0
SRR6443898_2	90.17993145468392	52.0	250.92976485148515	251	50.0	42016.0
SRR6443899_1	96.84402712571726	49.0	250.9912623891497	251	40.0	30672.0
SRR6443899_2	89.54747000521648	49.0	250.1067097026604	250	50.0	30672.0
SRR6443900_1	96.73921482363293	50.0	250.99257265598717	251	40.0	38641.0
SRR6443900_2	88.22235449393132	51.0	250.68492016252168	251	50.0	38641.0
SRR6443901_1	96.53091386813367	50.0	249.97446424172756	250	40.0	24358.0
SRR6443901_2	92.76623696526808	51.0	250.9865752524838	251	40.0	24358.0
SRR6443902_1	96.55303473277979	50.0	250.99310022219623	251	40.0	34204.0
SRR6443902_2	90.04502397380423	50.0	250.09326394573733	250	50.0	34204.0
SRR6443903_1	97.24921218487395	48.0	250.98995535714286	251	40.0	15232.0
SRR6443903_2	91.36685924369748	48.0	250.7622111344538	251	40.0	15232.0
SRR6443904_1	96.67315558083072	50.0	250.99376626785363	251	40.0	45719.0
SRR6443904_2	90.6690872503773	50.0	250.30267503663686	250	40.0	45719.0
SRR6443905_1	95.693696822365	51.0	249.98966834519882	250	40.0	23036.0
SRR6443905_2	90.22833825316896	52.0	250.98584823754123	251	40.0	23036.0
SRR6443906_1	95.85099883361413	50.0	250.99383481754393	251	40.0	54013.0
SRR6443906_2	85.14061429655824	51.0	250.1316534908263	250	50.0	54013.0
SRR6443907_1	95.88487506776403	50.0	250.9941846138682	251	30.0	20291.0
SRR6443907_2	85.88043960376521	50.0	250.94549307574786	251	50.0	20291.0
SRR6443908_1	95.53278085617615	50.0	250.97499141862403	251	40.0	40786.0
SRR6443908_2	89.81513264355416	51.0	250.37633011327415	251	50.0	40786.0
SRR6443909_1	97.56442619767539	51.0	250.99370301534023	251	40.0	36049.0
SRR6443909_2	91.6447058170823	52.0	250.29989736192405	250	50.0	36049.0
SRR6443910_1	96.47685061080688	52.0	249.9673725730479	250	40.0	26113.0
SRR6443910_2	92.71244207865814	53.0	250.9886646497913	251	40.0	26113.0
SRR6443911_1	97.61696066615536	52.0	250.0362934151419	250	40.0	36508.0
SRR6443911_2	94.82031335597677	52.0	250.9893721923962	251	40.0	36508.0
SRR6443912_1	97.37766461612802	50.0	249.99782556172988	250	40.0	107614.0
SRR6443912_2	89.56641329195087	50.0	250.11055253033993	250	50.0	107614.0
SRR6443913_1	95.60582129963899	51.0	249.94889440433212	250	40.0	17728.0
SRR6443913_2	90.59679602888087	51.0	250.98476985559566	251	40.0	17728.0
SRR6443914_1	97.14180245741707	47.0	250.9954648526077	251	40.0	18963.0
SRR6443914_2	88.20861678004535	48.0	250.0701365817645	250	50.0	18963.0
SRR6443915_1	97.25451023126287	51.0	250.03929047100132	250	40.0	33036.0
SRR6443915_2	93.70989223876983	52.0	250.98725632643178	251	40.0	33036.0
SRR6443916_1	97.1423820609055	51.0	250.99356263955534	251	40.0	42098.0
SRR6443916_2	90.13254786450662	51.0	250.9613045750392	251	50.0	42098.0
SRR6443917_1	96.10246871829557	51.0	250.9929263893586	251	40.0	35484.0
SRR6443917_2	88.87667681208433	52.0	250.9636174050276	251	50.0	35484.0
SRR6443918_1	96.00409836065573	50.0	250.99346823770492	251	40.0	31232.0
SRR6443918_2	90.76267930327869	51.0	250.10425204918033	250	50.0	31232.0
SRR6443919_1	96.97480580459137	51.0	250.994233223565	251	40.0	63467.0
SRR6443919_2	89.85772133549719	52.0	250.12426930530827	250	50.0	63467.0
SRR6443920_1	96.1231884057971	50.0	250.9949954710145	251	40.0	44160.0
SRR6443920_2	90.0475543478261	50.0	250.30271739130436	250	40.0	44160.0
SRR6443921_1	96.10879392592223	51.0	250.99338145308323	251	40.0	40039.0
SRR6443921_2	88.43127950248508	52.0	250.2741826718949	250	50.0	40039.0
SRR6443922_1	96.44629739924558	51.0	249.94854079809411	250	40.0	25185.0
SRR6443922_2	92.70200516180266	52.0	250.98761167361525	251	40.0	25185.0
SRR6443923_1	97.25745257452574	52.0	249.99414634146342	250	40.0	18450.0
SRR6443923_2	94.30352303523036	52.0	250.990189701897	251	40.0	18450.0
SRR6443924_1	97.24365603372843	50.0	249.9821016625567	250	40.0	25142.0
SRR6443924_2	92.43894678227667	50.0	250.98524381513005	251	40.0	25142.0
SRR6443925_1	95.5763204697513	50.0	250.99082517008722	251	40.0	35423.0
SRR6443925_2	88.63167998193265	51.0	250.7403946588375	251	40.0	35423.0
SRR6443926_1	96.7631670735961	50.0	250.99295430763866	251	40.0	43005.0
SRR6443926_2	90.49180327868852	50.0	250.13563539123356	250	50.0	43005.0
SRR6443927_1	95.7924426242176	51.0	250.99308399659995	251	40.0	25882.0
SRR6443927_2	88.13461092651264	52.0	250.9709064214512	251	50.0	25882.0
SRR6443928_1	94.09444381832526	50.0	250.99132198805364	251	40.0	8873.0
SRR6443928_2	82.99335061422292	51.0	250.10064239828694	250	50.0	8873.0
SRR6443929_1	96.0127919258303	51.0	250.99020068067128	251	40.0	34084.0
SRR6443929_2	85.93181551461096	51.0	250.2836228142237	250	50.0	34084.0
SRR6443930_1	97.3462181750604	49.0	250.9936443040327	251	40.0	26905.0
SRR6443930_2	87.92417766214459	49.0	250.2702471659543	250	50.0	26905.0
SRR6443931_1	95.49543433246207	51.0	250.98421535014765	251	40.0	29459.0
SRR6443931_2	87.48769476221189	51.0	250.95654978105162	251	50.0	29459.0
SRR6443932_1	96.40351853913818	50.0	250.97661730319564	251	40.0	26943.0
SRR6443932_2	90.8324982370189	51.0	250.44441970084995	250	50.0	26943.0
SRR6443933_1	95.06858632808071	52.0	249.83544949552206	250	40.0	17642.0
SRR6443933_2	88.82212901031629	53.0	250.98412878358462	251	40.0	17642.0
SRR6443934_1	96.25913490025677	51.0	249.9704523010073	250	40.0	25315.0
SRR6443934_2	92.27730594509184	51.0	250.98968990716966	251	40.0	25315.0
SRR6443935_1	95.33160114154279	50.0	250.99378114750607	251	40.0	23477.0
SRR6443935_2	85.90109468841845	51.0	250.11074668824807	250	50.0	23477.0
SRR6443936_1	95.67941849171288	50.0	250.99392173449885	251	40.0	31917.0
SRR6443936_2	89.67948115424382	50.0	250.14142933233074	250	50.0	31917.0
SRR6443937_1	95.70067328540455	50.0	250.98844573776105	251	40.0	35052.0
SRR6443937_2	86.5656738559854	51.0	250.31635855300695	250	50.0	35052.0
SRR6443938_1	98.36896168795114	50.0	250.9963214880622	251	40.0	14408.0
SRR6443938_2	90.01249305941144	51.0	250.9290671848973	251	50.0	14408.0
SRR6443939_1	95.23296633157811	49.0	250.9901468007021	251	40.0	25068.0
SRR6443939_2	81.70177118238392	50.0	250.0885591191958	250	50.0	25068.0
SRR6443940_1	97.89720878861641	49.0	250.99270832216348	251	40.0	93257.0
SRR6443940_2	92.10890335309949	49.0	250.08562359930085	250	50.0	93257.0
SRR6443941_1	96.98616424153587	49.0	250.99347538522042	251	40.0	55942.0
SRR6443941_2	86.85245432769655	50.0	250.7193879375067	251	50.0	55942.0
SRR6443942_1	94.6295332292209	53.0	250.98650876279714	251	40.0	23052.0
SRR6443942_2	88.44785701891377	54.0	250.15248134652091	250	50.0	23052.0
SRR6443943_1	95.8970533383066	51.0	250.0065540576544	250	40.0	18767.0
SRR6443943_2	91.29322747375713	52.0	250.98539990408696	251	40.0	18767.0
SRR6443944_1	96.20632457595377	49.0	250.99304403659906	251	40.0	18689.0
SRR6443944_2	87.06725881534592	49.0	250.11477339611537	250	50.0	18689.0
SRR6443945_1	96.98967653131452	50.0	250.99242945629732	251	40.0	72650.0
SRR6443945_2	85.79353062629043	51.0	250.11668272539572	250	50.0	72650.0
SRR6443946_1	96.1288903552183	49.0	250.99290663147477	251	40.0	18186.0
SRR6443946_2	87.53436709556802	50.0	250.0853403717145	250	50.0	18186.0
SRR6443947_1	97.15800289570781	49.0	250.99262061557144	251	40.0	42822.0
SRR6443947_2	91.20078464340759	49.0	250.08782868618934	250	50.0	42822.0
SRR6443948_1	96.64159751037344	49.0	250.98988589211618	251	40.0	46272.0
SRR6443948_2	89.63736168741356	50.0	250.5806319156293	251	40.0	46272.0
SRR6443949_1	95.80005773116521	52.0	249.93259886462042	250	40.0	20786.0
SRR6443949_2	90.30116424516501	53.0	250.9885499855672	251	40.0	20786.0
SRR6443950_1	97.1670480549199	49.0	250.06901601830663	250	40.0	21850.0
SRR6443950_2	93.36384439359267	50.0	250.98663615560642	251	40.0	21850.0
SRR6443951_1	97.5016523463318	48.0	250.99167217448777	251	40.0	22695.0
SRR6443951_2	93.87530293016083	49.0	250.08786076228245	250	50.0	22695.0
SRR6443952_1	97.56287112481937	50.0	250.99360056344184	251	40.0	82351.0
SRR6443952_2	90.29034255807458	50.0	250.1160520212262	250	50.0	82351.0
SRR6443953_1	97.08909946144931	48.0	250.9943418092576	251	40.0	29338.0
SRR6443953_2	87.32360760788056	49.0	250.09670052491649	250	50.0	29338.0
SRR6443954_1	94.42541685443894	50.0	250.99116719242903	251	40.0	22190.0
SRR6443954_2	85.85849481748535	51.0	250.11410545290673	250	50.0	22190.0
SRR6443955_1	97.09121070846324	52.0	250.99370763378428	251	40.0	34963.0
SRR6443955_2	91.22786946200269	52.0	250.30915539284388	250	50.0	34963.0
SRR6443956_1	95.63418957906079	50.0	250.9907191768918	251	40.0	28769.0
SRR6443956_2	88.70659390315966	50.0	250.77885918871007	251	40.0	28769.0
SRR6443957_1	95.68938318346743	50.0	250.99309828048587	251	40.0	25356.0
SRR6443957_2	85.56554661618551	50.0	250.08455592364726	250	40.0	25356.0
SRR6443958_1	96.7804462934947	50.0	249.86119515885022	250	40.0	21152.0
SRR6443958_2	89.56599848714069	51.0	250.98246028744327	251	50.0	21152.0
SRR6443959_1	94.39745758367933	52.0	250.96898867189503	251	30.0	19509.0
SRR6443959_2	83.33077041365524	52.0	250.14726536470346	250	50.0	19509.0
SRR6443960_1	97.36013654466149	49.0	249.99772425564194	250	40.0	52730.0
SRR6443960_2	90.13275175421961	50.0	250.07940451355964	250	50.0	52730.0
SRR6443961_1	95.31597136509504	50.0	250.9915452974574	251	40.0	16204.0
SRR6443961_2	86.77487040236979	51.0	250.1281782275981	250	50.0	16204.0
SRR6443962_1	95.71535143200026	51.0	250.98819370114495	251	40.0	30831.0
SRR6443962_2	87.52554247348448	51.0	250.0974344004411	250	50.0	30831.0
SRR6443963_1	96.45083737419013	49.0	250.99466199421377	251	40.0	24541.0
SRR6443963_2	89.80889124322562	50.0	250.14347418605598	250	50.0	24541.0
SRR6443964_1	97.61497761497762	51.0	250.1846153846154	250	40.0	24570.0
SRR6443964_2	93.08099308099308	51.0	250.98693528693528	251	40.0	24570.0
SRR6443965_1	96.02452435404604	50.0	250.9921658313464	251	40.0	20551.0
SRR6443965_2	87.43126855140869	50.0	250.0940100238431	250	50.0	20551.0
SRR6443966_1	96.13427493470058	52.0	250.97910418883623	251	30.0	51685.0
SRR6443966_2	89.7436393537777	53.0	250.14545806326788	250	50.0	51685.0
SRR6443967_1	97.16415923312475	48.0	250.00492610837438	250	40.0	22533.0
SRR6443967_2	92.20698531043358	49.0	250.9869524697111	251	40.0	22533.0
SRR6443968_1	96.69985979796527	52.0	249.84261422870907	250	40.0	27817.0
SRR6443968_2	91.99050940072618	53.0	250.9906172484452	251	40.0	27817.0
SRR6443969_1	97.49917112679393	50.0	249.97129730497798	250	40.0	42226.0
SRR6443969_2	93.9705394780467	50.0	250.98614597641264	251	40.0	42226.0
SRR6443970_1	95.82436288990137	50.0	250.99078756321035	251	40.0	19973.0
SRR6443970_2	85.51544585190007	51.0	250.10389025183997	250	50.0	19973.0
SRR6443971_1	94.96722987192592	54.0	250.9913414707474	251	40.0	16631.0
SRR6443971_2	87.02423185617221	55.0	250.79520173170584	251	40.0	16631.0
SRR6443972_1	96.54884352320785	50.0	249.9662193912181	250	40.0	19153.0
SRR6443972_2	90.88915574583616	50.0	250.98517203571242	251	40.0	19153.0
SRR6443973_1	96.544474393531	50.0	250.99247978436657	251	40.0	37100.0
SRR6443973_2	90.58490566037736	50.0	250.30075471698115	250	40.0	37100.0
SRR6443974_1	96.12668743509865	52.0	249.93198338525443	250	40.0	19260.0
SRR6443974_2	92.08203530633438	52.0	250.986240913811	251	40.0	19260.0
SRR6443975_1	95.40007086433648	51.0	250.99232997769857	251	40.0	47979.0
SRR6443975_2	89.24946330686342	52.0	250.35207069759687	250	40.0	47979.0
SRR6443976_1	96.2017361247496	49.0	250.98982678031345	251	40.0	25459.0
SRR6443976_2	90.63199654346204	50.0	250.81487882477708	251	40.0	25459.0
SRR6443977_1	97.25036557342804	49.0	250.99211405890955	251	40.0	38296.0
SRR6443977_2	88.77428452057656	50.0	250.27564236473782	250	50.0	38296.0
SRR6443978_1	95.9341573934219	51.0	250.9951912703061	251	40.0	32441.0
SRR6443978_2	89.82152214789926	52.0	250.11750562559723	250	50.0	32441.0
SRR6443979_1	96.22416263046593	51.0	250.9908929667781	251	40.0	29318.0
SRR6443979_2	89.83559587966437	52.0	250.8051708847807	251	40.0	29318.0
SRR6443980_1	95.34036284695301	51.0	250.99340983098153	251	40.0	25796.0
SRR6443980_2	88.77345324856567	52.0	250.16413397425958	250	50.0	25796.0
SRR6443981_1	96.44708242768768	49.0	250.9903026249791	251	40.0	11962.0
SRR6443981_2	87.10081926099315	50.0	250.6494733322187	251	40.0	11962.0
SRR6443982_1	97.72441332531044	48.0	250.99256058202505	251	40.0	36562.0
SRR6443982_2	90.29867075105301	49.0	250.06714621738416	250	50.0	36562.0
SRR6443983_1	97.21283783783784	50.0	250.99405535343035	251	40.0	30784.0
SRR6443983_2	90.70296257796258	50.0	250.1129482848233	250	50.0	30784.0
SRR6443984_1	95.68497284248642	53.0	250.99371353852342	251	40.0	19884.0
SRR6443984_2	85.86803460068397	53.0	250.12386843693423	250	50.0	19884.0
SRR6443985_1	95.46634365807233	51.0	250.98964230094182	251	40.0	40453.0
SRR6443985_2	90.07984574691618	51.0	250.80745556571824	251	40.0	40453.0
SRR6443986_1	96.67551915016159	49.0	250.99484849454453	251	40.0	31253.0
SRR6443986_2	89.9593639010655	50.0	250.09919047771413	250	50.0	31253.0
SRR6443987_1	96.6691497286368	49.0	250.99155758930155	251	40.0	28191.0
SRR6443987_2	88.57436770600546	49.0	250.09201518215033	250	50.0	28191.0
SRR6443988_1	94.8045194535054	52.0	250.99314518035266	251	40.0	21153.0
SRR6443988_2	87.6329598638491	53.0	250.11691013095069	250	50.0	21153.0
SRR6443989_1	96.61158212386837	51.0	250.99284379939647	251	40.0	34795.0
SRR6443989_2	87.8631987354505	51.0	250.95818364707574	251	50.0	34795.0
SRR6443990_1	94.15084658799384	52.0	250.98204207285787	251	40.0	31184.0
SRR6443990_2	85.5342483324782	53.0	250.11165982555156	250	50.0	31184.0
SRR6443991_1	96.14680216899487	50.0	250.99224332962257	251	40.0	27847.0
SRR6443991_2	89.41717240636333	51.0	250.11275900456064	250	50.0	27847.0
SRR6443992_1	96.90737433018627	49.0	250.01173768818578	250	40.0	19595.0
SRR6443992_2	91.12528706302628	50.0	250.9858127073233	251	40.0	19595.0
SRR6443993_1	96.1978351147117	49.0	250.99234120770646	251	40.0	29378.0
SRR6443993_2	83.52849070733203	50.0	250.09694329089794	250	50.0	29378.0
SRR6443994_1	96.79811551212703	49.0	250.9926423544466	251	40.0	34386.0
SRR6443994_2	90.88291746641075	50.0	250.78662827895073	251	40.0	34386.0
SRR6443995_1	97.82335494897703	51.0	250.0214648368773	250	40.0	39786.0
SRR6443995_2	93.80938018398432	52.0	250.98798572362136	251	40.0	39786.0
SRR6443996_1	95.75863576738085	51.0	250.99269785745517	251	40.0	22870.0
SRR6443996_2	86.63314385658067	51.0	250.12024486226497	250	50.0	22870.0
SRR6443997_1	95.55756362037806	51.0	250.9943340008792	251	40.0	40946.0
SRR6443997_2	90.35803253065012	51.0	250.16140770771258	250	50.0	40946.0
SRR6443998_1	96.79261862917399	48.0	250.9843145869947	251	40.0	22760.0
SRR6443998_2	89.7847100175747	48.0	250.77596660808436	251	40.0	22760.0
SRR6443999_1	97.5031980994152	49.0	250.99278143274853	251	40.0	43776.0
SRR6443999_2	92.58726242690058	50.0	250.09724506578948	250	50.0	43776.0
SRR6444000_1	97.54415678683765	49.0	250.99130978304703	251	40.0	49596.0
SRR6444000_2	89.83990644406808	50.0	250.08218404710058	250	50.0	49596.0
SRR6444001_1	97.13151848499616	50.0	250.99333936735593	251	40.0	43089.0
SRR6444001_2	85.72025342894938	50.0	250.9287753254891	251	50.0	43089.0
SRR6444002_1	97.40005007929221	48.0	250.99403221767798	251	40.0	23962.0
SRR6444002_2	87.25482013187548	48.0	250.04995409398214	250	50.0	23962.0
SRR6444003_1	95.77502451198859	50.0	250.01987699438453	250	40.0	11219.0
SRR6444003_2	89.62474373830109	50.0	250.98600588287727	251	40.0	11219.0
SRR6444004_1	96.68923786197954	50.0	250.9905489122605	251	40.0	34705.0
SRR6444004_2	88.88056476012102	51.0	249.98144359602364	250	50.0	34705.0
SRR6444005_1	96.92133603870766	52.0	250.02758701420322	250	40.0	25628.0
SRR6444005_2	91.94240674262525	52.0	250.98610894334323	251	40.0	25628.0
SRR6444006_1	94.64293318570881	53.0	250.98935400076653	251	40.0	23483.0
SRR6444006_2	85.42349784950815	54.0	250.143763573649	250	50.0	23483.0
SRR6444007_1	97.31608851674642	48.0	250.99207535885168	251	40.0	13376.0
SRR6444007_2	91.79126794258373	48.0	250.06107954545453	250	50.0	13376.0
SRR6444008_1	96.94890861117774	50.0	250.01352842408252	250	40.0	20845.0
SRR6444008_2	92.92396258095467	51.0	250.9885344207244	251	40.0	20845.0
SRR6444009_1	97.14989444053484	49.0	250.98791240634185	251	40.0	48314.0
SRR6444009_2	91.952643126216	50.0	250.334188847953	250	50.0	48314.0
SRR6444010_1	96.49425529228567	51.0	250.06822103446825	250	40.0	23761.0
SRR6444010_2	91.35979125457683	51.0	250.98308152013803	251	40.0	23761.0
SRR6444011_1	97.06518799026237	49.0	250.99508610585158	251	40.0	22182.0
SRR6444011_2	88.68451897935263	49.0	250.08249932377603	250	50.0	22182.0
SRR6444012_1	97.16692465531517	50.0	250.0162712840635	250	40.0	27779.0
SRR6444012_2	93.62468051405739	50.0	250.98606861298103	251	40.0	27779.0
SRR6444013_1	95.42409813574369	50.0	250.99374546041483	251	40.0	24782.0
SRR6444013_2	88.4391897344847	51.0	250.14692115244935	250	50.0	24782.0
SRR6444014_1	96.29024731684554	52.0	250.9919399312773	251	40.0	47146.0
SRR6444014_2	89.20799219445976	53.0	250.15021422814237	250	50.0	47146.0
SRR6444015_1	95.80353634577604	52.0	250.99151277013752	251	40.0	12725.0
SRR6444015_2	88.57367387033399	53.0	250.14593320235755	250	50.0	12725.0
SRR6444016_1	96.45054424988169	50.0	250.9911156046982	251	40.0	46486.0
SRR6444016_2	85.37409112420944	51.0	250.35709676031493	250	50.0	46486.0
SRR6444017_1	97.80281165627036	47.0	250.99390187133415	251	40.0	21482.0
SRR6444017_2	92.85913788287868	48.0	250.06996555255563	250	50.0	21482.0
SRR6444018_1	97.40024596884395	50.0	250.0227862804045	250	40.0	29272.0
SRR6444018_2	92.58677234217	50.0	250.9886581033069	251	40.0	29272.0
SRR6444019_1	96.77131046810412	49.0	250.99173276728857	251	40.0	26853.0
SRR6444019_2	88.44077011879492	49.0	250.0681115704018	250	50.0	26853.0
SRR6444020_1	96.2446686778321	48.0	250.9938104649953	251	40.0	19226.0
SRR6444020_2	86.67949651513575	49.0	250.07526266514097	250	50.0	19226.0
SRR6444021_1	95.79411374784569	51.0	250.9941667771444	251	40.0	30172.0
SRR6444021_2	88.82738963277211	52.0	250.15411639931062	250	50.0	30172.0
SRR6444022_1	97.32233833321486	49.0	250.99514229520628	251	40.0	42201.0
SRR6444022_2	91.11158503353	50.0	250.09833890192175	250	50.0	42201.0
SRR6444023_1	97.04100861450108	50.0	250.9943691672649	251	40.0	44576.0
SRR6444023_2	90.48366834170854	50.0	250.273802045944	250	50.0	44576.0
SRR6444024_1	96.75738919686881	52.0	249.94108142741734	250	40.0	35897.0
SRR6444024_2	93.5732791041034	52.0	250.98980416190767	251	40.0	35897.0
SRR6444025_1	97.28112175102599	50.0	250.0138936388509	250	40.0	23392.0
SRR6444025_2	92.30506155950752	51.0	250.98939808481532	251	40.0	23392.0
SRR6444026_1	95.76890931884664	52.0	250.99075428332637	251	40.0	19144.0
SRR6444026_2	88.61784371082324	53.0	250.13941704972837	250	50.0	19144.0
SRR6444027_1	94.41997063142438	50.0	250.98834156543407	251	30.0	22473.0
SRR6444027_2	82.61914297156588	51.0	250.13433898455924	250	50.0	22473.0
SRR6444028_1	97.93523220230689	48.0	250.9886336886707	251	40.0	29737.0
SRR6444028_2	91.60977906312002	49.0	250.74277835692908	251	40.0	29737.0
SRR6444029_1	97.11958316515613	49.0	250.99277143800683	251	40.0	27253.0
SRR6444029_2	91.37709609951199	49.0	250.07914724984406	250	50.0	27253.0
SRR6444030_1	94.62595965006248	50.0	250.99121585431172	251	40.0	28005.0
SRR6444030_2	86.20246384574183	51.0	250.11665773968934	250	50.0	28005.0
SRR6444031_1	96.91653121713357	51.0	249.95659240845205	250	40.0	20918.0
SRR6444031_2	90.71612964910604	52.0	250.98541925614305	251	40.0	20918.0
SRR6444032_1	96.8986068405269	50.0	250.99153475306534	251	40.0	26343.0
SRR6444032_2	88.9761986106366	50.0	250.07387161674828	250	50.0	26343.0
SRR6444033_1	97.85843333676063	49.0	250.99297895154302	251	40.0	68081.0
SRR6444033_2	89.63734375229507	49.0	250.06285160323733	250	50.0	68081.0
SRR6444034_1	97.26825479026411	48.0	250.9934295701709	251	40.0	30896.0
SRR6444034_2	89.87247540134645	49.0	250.96242232004144	251	50.0	30896.0
SRR6444035_1	97.92912778796821	51.0	250.9955073504001	251	40.0	37617.0
SRR6444035_2	92.64162479729909	51.0	250.3066698567137	250	50.0	37617.0
SRR6444036_1	96.87522243576055	49.0	249.9745889387145	250	40.0	14049.0
SRR6444036_2	92.4549790020642	50.0	250.98733005907894	251	40.0	14049.0
SRR6444037_1	95.55633974863596	52.0	250.98278997801242	251	30.0	36839.0
SRR6444037_2	90.20874616574825	53.0	250.15152419989684	250	50.0	36839.0
SRR6444038_1	95.29750479846449	49.0	250.99318618042227	251	40.0	10420.0
SRR6444038_2	85.8253358925144	49.0	250.08426103646832	250	50.0	10420.0
SRR6444039_1	96.34859625668449	50.0	250.02197526737967	250	40.0	11968.0
SRR6444039_2	90.79211229946524	50.0	250.9889705882353	251	40.0	11968.0
SRR6444040_1	97.40328134494632	50.0	250.03678347174397	250	40.0	24685.0
SRR6444040_2	93.27526838160827	50.0	250.9904800486125	251	40.0	24685.0
SRR6444041_1	96.32031767041694	51.0	249.99861019192588	250	40.0	15110.0
SRR6444041_2	91.71409662475182	51.0	250.98881535407014	251	40.0	15110.0
SRR6444042_1	97.59595603362135	51.0	250.99506259918886	251	40.0	17013.0
SRR6444042_2	91.2890142831952	51.0	250.9532710280374	251	50.0	17013.0
SRR6444043_1	95.34705407586763	52.0	250.9897094430993	251	40.0	24780.0
SRR6444043_2	86.06941081517353	53.0	250.17610976594028	250	50.0	24780.0
SRR6444044_1	96.55254398478364	51.0	249.94691257387404	250	40.0	29442.0
SRR6444044_2	92.30011548128525	51.0	250.9858025949324	251	40.0	29442.0
SRR6444045_1	94.60351723700083	51.0	250.9925084121643	251	40.0	31502.0
SRR6444045_2	89.59113707066219	52.0	250.7323661989715	251	40.0	31502.0
SRR6444046_1	97.13321351860782	49.0	250.99340288432035	251	40.0	45626.0
SRR6444046_2	86.69837373427431	50.0	250.0895322842239	250	50.0	45626.0
SRR6444047_1	97.41379310344827	51.0	250.02220169677065	250	40.0	29232.0
SRR6444047_2	93.97577996715928	52.0	250.98799261083744	251	40.0	29232.0
SRR6444048_1	96.6209809499181	50.0	250.99327644168605	251	40.0	34803.0
SRR6444048_2	91.33982702640577	51.0	250.120736718099	250	50.0	34803.0
SRR6444049_1	95.49546827794562	51.0	250.99468277945618	251	40.0	33100.0
SRR6444049_2	89.58610271903324	52.0	250.1412084592145	250	50.0	33100.0
SRR6444050_1	95.73368499839613	50.0	250.97433795487757	251	40.0	28057.0
SRR6444050_2	87.47906048401468	51.0	250.45510924190043	251	50.0	28057.0
SRR6444051_1	96.88693007231758	51.0	249.93717992488905	250	40.0	32219.0
SRR6444051_2	93.16241969024489	51.0	250.9881126043639	251	40.0	32219.0
SRR6444052_1	95.8640967004247	50.0	250.99226832189916	251	40.0	45915.0
SRR6444052_2	88.28269628661657	51.0	250.26215833605576	250	50.0	45915.0
SRR6444053_1	96.34339236423409	52.0	250.9937971032472	251	40.0	32243.0
SRR6444053_2	88.7231337034395	52.0	250.70601370840183	251	50.0	32243.0
SRR6444054_1	96.62159837616541	49.0	250.99232806963224	251	40.0	29067.0
SRR6444054_2	88.712285409571	50.0	250.28823063955687	250	50.0	29067.0
SRR6444055_1	96.76682250354573	49.0	250.9820612491464	251	40.0	38074.0
SRR6444055_2	89.6070809476283	50.0	250.68025424173976	251	40.0	38074.0
SRR6444056_1	97.53881905566705	49.0	249.97594274849476	250	40.0	37868.0
SRR6444056_2	94.4068870814408	50.0	250.98822224569557	251	40.0	37868.0
SRR6444057_1	98.49155826183227	51.0	250.99640188209244	251	40.0	28904.0
SRR6444057_2	93.83822308331027	52.0	250.24778577359535	250	50.0	28904.0
SRR6444058_1	94.79228388965699	53.0	250.99282375403251	251	40.0	15189.0
SRR6444058_2	87.21443149647772	54.0	250.3423530186319	250	50.0	15189.0
SRR6444059_1	97.17686039828244	50.0	249.97836156472934	250	40.0	29577.0
SRR6444059_2	93.15346384014606	51.0	250.9857321567434	251	40.0	29577.0
SRR6444060_1	97.56378838114459	49.0	249.9518235548508	250	40.0	34685.0
SRR6444060_2	91.40838979385902	50.0	250.9757820383451	251	40.0	34685.0
SRR6444061_1	97.66060867274861	49.0	250.0131456073558	250	40.0	41763.0
