Sample	percent_duplicates	percent_gc	avg_sequence_length	median_sequence_length	percent_fails	total_sequences
SRR6444061_2	93.61875344204199	50.0	250.98407681440509	251	40.0	41763.0
SRR6444062_1	96.77849055280961	50.0	250.99393556981104	251	40.0	28527.0
SRR6444062_2	93.74978090931398	51.0	250.1238826375013	250	50.0	28527.0
SRR6444063_1	96.58661216147163	51.0	250.00143076136945	250	40.0	19570.0
SRR6444063_2	90.90955544200307	51.0	250.9879407256004	251	40.0	19570.0
SRR6444064_1	97.63378230797234	48.0	250.9937386239534	251	40.0	27470.0
SRR6444064_2	90.80451401528941	49.0	250.0776483436476	250	50.0	27470.0
SRR6444065_1	97.94452653038323	52.0	250.99539903117812	251	40.0	53467.0
SRR6444065_2	93.62597490040585	52.0	250.9617334056521	251	50.0	53467.0
SRR6444066_1	97.47460628086851	49.0	249.99976703009972	250	40.0	21462.0
SRR6444066_2	93.17398192153574	50.0	250.98737303140433	251	40.0	21462.0
SRR6444067_1	96.14285714285714	51.0	250.99434607645875	251	40.0	49700.0
SRR6444067_2	89.44668008048289	51.0	250.32124748490946	250	50.0	49700.0
SRR6444068_1	97.00968027078886	50.0	250.99430825949162	251	40.0	46383.0
SRR6444068_2	90.19037147230667	50.0	250.0992173856801	250	50.0	46383.0
SRR6444069_1	93.98517673888256	52.0	250.98935765868492	251	40.0	10524.0
SRR6444069_2	82.51615355378183	53.0	250.1739832763208	250	50.0	10524.0
SRR6444070_1	96.98099908960089	51.0	249.95741681595254	250	40.0	34051.0
SRR6444070_2	92.83427799477255	51.0	250.98801797304043	251	40.0	34051.0
SRR6444071_1	94.16066361056538	52.0	250.97778869242524	251	30.0	18324.0
SRR6444071_2	85.4835188823401	53.0	250.1238266753984	250	40.0	18324.0
SRR6444072_1	97.00658761528327	50.0	249.8667720685112	250	40.0	18975.0
SRR6444072_2	91.15678524374177	51.0	250.98266139657443	251	40.0	18975.0
SRR6444073_1	96.64381325497878	50.0	250.99270867341386	251	40.0	45945.0
SRR6444073_2	90.53215801501796	51.0	250.27920339536402	250	50.0	45945.0
SRR6444074_1	94.54422076453291	52.0	250.98918796652342	251	40.0	22105.0
SRR6444074_2	87.38294503505995	53.0	250.12137525446732	250	50.0	22105.0
SRR6444075_1	97.12257414097286	52.0	250.99449718558347	251	40.0	23806.0
SRR6444075_2	88.15844745022264	52.0	250.11194656809207	250	50.0	23806.0
SRR6444076_1	96.86538980307526	49.0	250.98896681953062	251	40.0	37070.0
SRR6444076_2	91.65362827083895	50.0	250.6443215538171	251	40.0	37070.0
SRR6444077_1	96.66655972280151	52.0	250.99127338060254	251	40.0	31169.0
SRR6444077_2	91.24129744297218	52.0	250.1540954153165	250	50.0	31169.0
SRR6444078_1	96.18728431112291	52.0	250.99097425006636	251	40.0	30136.0
SRR6444078_2	88.99654897796655	53.0	250.14563976639235	250	50.0	30136.0
SRR6444079_1	97.52417569614354	51.0	250.00728183618781	250	40.0	17166.0
SRR6444079_2	92.72981475008739	51.0	250.9903297215426	251	40.0	17166.0
SRR6444080_1	96.79180289584306	49.0	250.992993928071	251	40.0	34256.0
SRR6444080_2	88.40787015413358	49.0	250.328322045773	250	50.0	34256.0
SRR6444081_1	96.4501949075226	50.0	250.99306073926627	251	40.0	36171.0
SRR6444081_2	89.74592905919107	51.0	250.76069226728595	251	40.0	36171.0
SRR6444082_1	96.36237194746838	50.0	250.98721480728597	251	40.0	37387.0
SRR6444082_2	90.40308128493862	50.0	250.7163452536978	251	40.0	37387.0
SRR6444083_1	95.77945316600659	50.0	250.99320036264731	251	30.0	41914.0
SRR6444083_2	81.35945030300138	51.0	250.26301474447678	250	50.0	41914.0
SRR6444084_1	95.77716577281731	52.0	250.99313910228537	251	40.0	20697.0
SRR6444084_2	88.25916799536165	53.0	250.12426921776103	250	50.0	20697.0
SRR6444085_1	94.02373941847625	51.0	250.97543246227457	251	40.0	21736.0
SRR6444085_2	87.15034965034965	52.0	250.11556864188444	250	50.0	21736.0
SRR6444086_1	96.2637741046832	51.0	250.99216597796143	251	40.0	11616.0
SRR6444086_2	88.18870523415978	52.0	250.27703168044079	250	50.0	11616.0
SRR6444087_1	94.63218728572828	51.0	250.9888823587031	251	40.0	20418.0
SRR6444087_2	83.6418846116172	51.0	250.10916838084043	250	50.0	20418.0
SRR6444088_1	95.7258148314918	52.0	249.97308718090818	250	40.0	28871.0
SRR6444088_2	91.55900384468845	52.0	250.98413633057393	251	40.0	28871.0
SRR6444089_1	97.12203873896965	51.0	250.99320786496284	251	40.0	54622.0
SRR6444089_2	90.64479513749039	52.0	250.87127897184286	251	50.0	54622.0
SRR6444090_1	95.3960453960454	50.0	250.993447993448	251	40.0	34188.0
SRR6444090_2	87.8963378963379	51.0	250.27626652626654	250	50.0	34188.0
SRR6444091_1	96.55089820359281	52.0	249.98114627887082	250	40.0	29225.0
SRR6444091_2	92.19503849443969	53.0	250.9865868263473	251	40.0	29225.0
SRR6444092_1	95.33037444520848	50.0	250.9924985934863	251	40.0	15997.0
SRR6444092_2	85.36600612614865	50.0	250.1248359067325	250	50.0	15997.0
SRR6444093_1	94.33879972086532	51.0	250.9902739009072	251	40.0	22928.0
SRR6444093_2	87.0682135380321	52.0	250.77791346824844	251	40.0	22928.0
SRR6444094_1	96.45100602659355	51.0	250.9924747297599	251	40.0	31361.0
SRR6444094_2	90.56790280922165	52.0	250.83294537801729	251	40.0	31361.0
SRR6444095_1	97.38197704747	49.0	250.9925339071466	251	40.0	30672.0
SRR6444095_2	91.57211789254043	50.0	250.1105568596766	250	50.0	30672.0
SRR6444096_1	97.84103683131654	52.0	250.0518415658269	250	40.0	30246.0
SRR6444096_2	94.26701051378694	52.0	250.98882496859088	251	40.0	30246.0
SRR6444097_1	97.23040659988214	50.0	250.0337360047142	250	40.0	40728.0
SRR6444097_2	93.5179728933412	51.0	250.9862747986643	251	40.0	40728.0
SRR6444098_1	94.79060717286517	51.0	250.99208419935437	251	40.0	22613.0
SRR6444098_2	85.90191482775394	52.0	250.14473975147038	250	50.0	22613.0
SRR6444099_1	95.0116884096222	52.0	250.9940426815474	251	30.0	26522.0
SRR6444099_2	85.92489254204057	53.0	250.12872332403288	250	50.0	26522.0
SRR6444100_1	94.43769332744145	51.0	250.99215642951833	251	30.0	18104.0
SRR6444100_2	85.4562527618206	52.0	250.13405877154221	250	50.0	18104.0
SRR6444101_1	96.78364130145376	50.0	250.99392938921136	251	40.0	18779.0
SRR6444101_2	89.7758134085947	50.0	250.95995526918367	251	50.0	18779.0
SRR6444102_1	96.12051988972036	50.0	250.98616581331234	251	40.0	40624.0
SRR6444102_2	90.25945254037022	51.0	250.26693580149666	250	40.0	40624.0
SRR6444103_1	96.49606108936253	50.0	250.02629162437776	250	40.0	20691.0
SRR6444103_2	91.62437774877966	50.0	250.98714416896235	251	40.0	20691.0
SRR6444104_1	97.0573599177255	52.0	250.99608532660983	251	40.0	30143.0
SRR6444104_2	91.33132070464121	53.0	250.11342600272036	250	50.0	30143.0
SRR6444105_1	96.95017182130584	48.0	250.993470790378	251	40.0	23280.0
SRR6444105_2	86.88144329896907	49.0	250.0674828178694	250	50.0	23280.0
SRR6444106_1	96.99824034779009	48.0	250.98747541662354	251	40.0	28983.0
SRR6444106_2	91.3293999930994	49.0	250.76593175309665	251	40.0	28983.0
SRR6444107_1	95.66526738455923	50.0	249.9540974630407	250	40.0	10958.0
SRR6444107_2	90.33582770578573	51.0	250.98649388574557	251	40.0	10958.0
SRR6444108_1	96.89600432330192	49.0	250.9942243388388	251	40.0	29607.0
SRR6444108_2	89.46870672476103	50.0	250.0924105785794	250	50.0	29607.0
SRR6444109_1	97.16098272159505	49.0	250.99081900033494	251	40.0	50757.0
SRR6444109_2	91.24849774415351	50.0	250.76489942273972	251	40.0	50757.0
SRR6444110_1	97.36574086817694	49.0	250.99402681053704	251	40.0	36329.0
SRR6444110_2	91.9155495609568	49.0	250.09397451072147	250	50.0	36329.0
SRR6444111_1	96.51134675831578	51.0	249.9993091775759	250	40.0	28951.0
SRR6444111_2	92.13844081378882	51.0	250.98507823563952	251	40.0	28951.0
SRR6444112_1	97.32817973185168	51.0	250.99441961589565	251	40.0	41395.0
SRR6444112_2	90.76458509481822	52.0	250.0224664814591	250	50.0	41395.0
SRR6444113_1	97.33498605515959	51.0	250.0861481251937	250	40.0	29043.0
SRR6444113_2	93.22384051234377	52.0	250.98271528423373	251	40.0	29043.0
SRR6444114_1	96.68801394520445	50.0	250.9934442381295	251	40.0	26389.0
SRR6444114_2	90.28761984160067	51.0	250.11133426806623	250	50.0	26389.0
SRR6444115_1	95.9701849489796	50.0	250.99410076530611	251	40.0	25088.0
SRR6444115_2	89.87962372448979	51.0	250.11750637755102	250	50.0	25088.0
SRR6444116_1	95.31405782652044	51.0	250.99268860086408	251	40.0	42126.0
SRR6444116_2	89.99905046764468	52.0	250.81239614489863	251	40.0	42126.0
SRR6444117_1	96.925569792977	49.0	250.98942498347654	251	40.0	46903.0
SRR6444117_2	85.9348016118372	50.0	250.24318273884398	250	50.0	46903.0
SRR6444118_1	96.36459629671532	52.0	250.99423011652902	251	40.0	26517.0
SRR6444118_2	88.84112079043632	52.0	250.33951804502772	250	50.0	26517.0
SRR6444119_1	97.36855270398719	49.0	250.9919622459019	251	40.0	59967.0
SRR6444119_2	91.98892724331716	50.0	250.28567378724966	250	50.0	59967.0
SRR6444120_1	96.33432492083293	49.0	250.9884528036337	251	40.0	31263.0
SRR6444120_2	89.04775613344849	50.0	250.79119086460034	251	40.0	31263.0
SRR6444121_1	95.56652702972272	49.0	250.9932176341512	251	40.0	20052.0
SRR6444121_2	84.6100139636944	50.0	250.08273488928785	250	50.0	20052.0
SRR6444122_1	95.49278846153847	50.0	250.99382648601397	251	40.0	18304.0
SRR6444122_2	86.75152972027972	51.0	250.13674606643357	250	50.0	18304.0
SRR6444123_1	96.00998890122086	50.0	250.02730299667036	250	40.0	18020.0
SRR6444123_2	91.23751387347392	51.0	250.9834628190899	251	40.0	18020.0
SRR6444124_1	96.66613494975275	50.0	250.9931408518105	251	40.0	31345.0
SRR6444124_2	89.14659435316638	51.0	250.1180092518743	250	50.0	31345.0
SRR6444125_1	95.99857091818507	50.0	250.99374776705966	251	40.0	16794.0
SRR6444125_2	87.72775991425509	50.0	250.07746814338455	250	50.0	16794.0
SRR6444126_1	95.84313996954174	53.0	249.90893672989063	250	40.0	28892.0
SRR6444126_2	91.45092067008169	54.0	250.98840509483594	251	40.0	28892.0
SRR6444127_1	97.13957558521112	50.0	250.00158608619557	250	40.0	18284.0
SRR6444127_2	92.1078538612995	50.0	250.98807700721943	251	40.0	18284.0
SRR6444128_1	94.10725030084235	51.0	250.9921780986763	251	40.0	26592.0
SRR6444128_2	87.09762334536703	52.0	250.15012033694344	250	50.0	26592.0
SRR6444129_1	96.37351824954318	52.0	250.02530103546832	250	40.0	21343.0
SRR6444129_2	91.46792859485545	52.0	250.98706835964953	251	40.0	21343.0
SRR6444130_1	97.35766894252997	49.0	250.9929842481587	251	40.0	37202.0
SRR6444130_2	89.82581581635395	49.0	250.07214665878178	250	50.0	37202.0
SRR6444131_1	96.2934798606682	50.0	250.99023696217435	251	40.0	40766.0
SRR6444131_2	90.06770347838885	50.0	250.77194230486188	251	40.0	40766.0
SRR6444132_1	96.556692729854	50.0	250.9931133854597	251	40.0	47193.0
SRR6444132_2	91.67037484372682	51.0	250.32710359587227	250	40.0	47193.0
SRR6444133_1	97.13420727764388	52.0	250.06210687202397	250	40.0	34022.0
SRR6444133_2	94.09205808006584	53.0	250.9910939980013	251	40.0	34022.0
SRR6444134_1	95.45119976446341	52.0	250.99190343000149	251	40.0	20379.0
SRR6444134_2	88.3065901172776	53.0	250.15216644585112	250	50.0	20379.0
SRR6444135_1	97.2207332761578	49.0	250.9920668953688	251	40.0	37312.0
SRR6444135_2	89.2742281303602	50.0	250.79146119210978	251	40.0	37312.0
SRR6444136_1	96.70632189558549	49.0	250.9932160062924	251	40.0	30513.0
SRR6444136_2	90.98744797299511	50.0	250.77403074099564	251	40.0	30513.0
SRR6444137_1	98.14205653021442	49.0	250.99242608836906	251	40.0	49248.0
SRR6444137_2	90.59454191033139	49.0	250.88328460038986	251	50.0	49248.0
SRR6444138_1	97.31814607816052	50.0	250.9928384724908	251	30.0	47057.0
SRR6444138_2	92.54946129162505	51.0	250.3224812461483	250	50.0	47057.0
SRR6444139_1	95.92535524738915	50.0	250.9891000399475	251	40.0	35046.0
SRR6444139_2	90.50105575529304	51.0	250.8333047994065	251	40.0	35046.0
SRR6444140_1	97.41447891805888	49.0	249.99627349997905	250	40.0	47766.0
SRR6444140_2	89.87773730268391	50.0	250.07984759033621	250	50.0	47766.0
SRR6444141_1	95.72312382318658	52.0	249.98067784452613	250	40.0	22306.0
SRR6444141_2	91.93042230789922	52.0	250.98991302788488	251	40.0	22306.0
SRR6444142_1	95.06703992927656	51.0	250.9511124208045	251	40.0	33935.0
SRR6444142_2	87.67644025342567	52.0	250.87956387210843	251	50.0	33935.0
SRR6444143_1	95.24936294139061	51.0	250.96563523844193	251	40.0	27470.0
SRR6444143_2	85.75172915908263	51.0	250.28551146705496	250	50.0	27470.0
SRR6444144_1	94.86172344689379	50.0	250.991503006012	251	40.0	12475.0
SRR6444144_2	83.96793587174349	51.0	250.07807615230462	250	50.0	12475.0
SRR6444145_1	96.97082326705073	50.0	250.99318590100972	251	40.0	48429.0
SRR6444145_2	90.78651221375623	50.0	250.08945053583597	250	50.0	48429.0
SRR6444146_1	96.13467261904762	49.0	250.9944568452381	251	40.0	26880.0
SRR6444146_2	90.34598214285714	50.0	250.11298363095239	250	50.0	26880.0
SRR6444147_1	97.01371440536013	50.0	250.99311662479062	251	40.0	38208.0
SRR6444147_2	91.06469849246231	50.0	250.95705087939697	251	50.0	38208.0
SRR6444148_1	96.59226444027944	50.0	250.99446242971544	251	40.0	23476.0
SRR6444148_2	86.85040040892827	50.0	250.10414891804396	250	50.0	23476.0
SRR6444149_1	97.87957615388287	49.0	250.99124146818767	251	40.0	83804.0
SRR6444149_2	86.59491193737769	49.0	250.6801703975944	251	50.0	83804.0
SRR6444150_1	96.84816502758456	50.0	250.99172463420484	251	40.0	41690.0
SRR6444150_2	89.94722955145119	50.0	250.309738546414	250	50.0	41690.0
SRR6444151_1	97.21323011963406	50.0	250.9909218859958	251	40.0	14210.0
SRR6444151_2	84.3560872624912	50.0	250.29648135116116	250	50.0	14210.0
SRR6444152_1	94.0836990703943	51.0	250.9916715623596	251	40.0	28937.0
SRR6444152_2	85.18505719321284	52.0	250.1465943256039	250	50.0	28937.0
SRR6444153_1	94.72152144381913	51.0	250.98758005045605	251	30.0	15459.0
SRR6444153_2	85.89818228863446	52.0	250.11857170580245	250	50.0	15459.0
SRR6444154_1	94.59053880234386	52.0	249.96948692296698	250	40.0	13994.0
SRR6444154_2	88.78805202229526	52.0	250.9841360583107	251	40.0	13994.0
SRR6444155_1	97.74769531613744	49.0	250.9945176459633	251	40.0	85912.0
SRR6444155_2	91.94641028028681	50.0	250.0845283545954	250	50.0	85912.0
SRR6444156_1	95.99852071005917	51.0	250.99223372781066	251	40.0	27040.0
SRR6444156_2	87.11168639053254	51.0	250.12008136094676	250	50.0	27040.0
SRR6444157_1	94.02519544699639	52.0	250.95641430712521	251	30.0	24687.0
SRR6444157_2	84.9475432413821	53.0	250.15084862478227	250	40.0	24687.0
SRR6444158_1	96.77218767665347	48.0	250.99491237987564	251	40.0	17690.0
SRR6444158_2	88.53024307518372	49.0	250.08451102317693	250	50.0	17690.0
SRR6444159_1	95.08811824900512	50.0	250.99096077316656	251	40.0	17590.0
SRR6444159_2	87.25980670835702	51.0	250.10244457077886	250	50.0	17590.0
SRR6444160_1	96.04774440157225	50.0	249.9966824131838	250	40.0	27731.0
SRR6444160_2	88.79593235007754	50.0	250.10244852331326	250	50.0	27731.0
SRR6444161_1	95.95229702737633	50.0	250.96551521560335	251	40.0	34044.0
SRR6444161_2	89.46363529549994	51.0	250.4136705440019	250	50.0	34044.0
SRR6444162_1	97.48512627489072	50.0	250.99300327829044	251	40.0	65888.0
SRR6444162_2	90.88604905293832	51.0	250.96084264205925	251	50.0	65888.0
SRR6444163_1	96.38304118091085	52.0	250.9853224859515	251	40.0	47692.0
SRR6444163_2	91.6149459028768	53.0	250.11402331627946	250	50.0	47692.0
SRR6444164_1	95.31587621314777	52.0	250.99077092107672	251	40.0	27305.0
SRR6444164_2	86.44204358176158	53.0	250.14228163340047	250	50.0	27305.0
SRR6444165_1	96.09053497942386	49.0	250.99301881246325	251	40.0	27216.0
SRR6444165_2	84.5789241622575	50.0	250.0760582010582	250	50.0	27216.0
SRR6444166_1	97.34901578402096	48.0	249.99521603997806	250	40.0	32818.0
SRR6444166_2	93.97281979401548	49.0	250.98704978974953	251	40.0	32818.0
SRR6444167_1	96.28324523869452	49.0	250.99219733199095	251	40.0	23838.0
SRR6444167_2	82.62018625723634	49.0	250.0758452890343	250	50.0	23838.0
SRR6444168_1	96.78446928717393	49.0	250.9964539007092	251	40.0	16638.0
SRR6444168_2	89.36170212765957	50.0	250.09376126938335	250	50.0	16638.0
SRR6444169_1	95.20141481627039	52.0	250.99064649243465	251	40.0	25445.0
SRR6444169_2	90.15130674002751	53.0	250.79787777559443	251	40.0	25445.0
SRR6444170_1	96.8447237496727	49.0	250.01538360827442	250	40.0	30552.0
SRR6444170_2	92.28528410578686	50.0	250.98795496203195	251	40.0	30552.0
SRR6444171_1	94.25975489505564	52.0	250.98918861811524	251	40.0	28396.0
SRR6444171_2	85.07536272714466	52.0	250.18333568108184	250	50.0	28396.0
SRR6444172_1	96.22563251762755	51.0	250.98849025300706	251	40.0	38576.0
SRR6444172_2	87.19929489838242	52.0	250.95341663210286	251	50.0	38576.0
SRR6444173_1	96.95694956949569	50.0	250.99451414514144	251	40.0	40650.0
SRR6444173_2	88.73062730627306	51.0	250.27434194341944	250	50.0	40650.0
SRR6444174_1	97.40437441691718	50.0	250.99228775785218	251	40.0	48235.0
SRR6444174_2	90.5587229190422	50.0	250.2515393386545	250	50.0	48235.0
SRR6444175_1	96.44477226627328	50.0	249.96588604093674	250	40.0	27115.0
SRR6444175_2	92.39535312557625	50.0	250.98403097916284	251	40.0	27115.0
SRR6444176_1	96.74041195644635	51.0	250.9934808239129	251	40.0	43257.0
SRR6444176_2	89.53926532121969	51.0	250.96541600203435	251	50.0	43257.0
SRR6444177_1	94.86050498753117	52.0	250.98959632169576	251	40.0	25664.0
SRR6444177_2	88.04161471321696	53.0	250.77400249376558	251	40.0	25664.0
SRR6444178_1	96.83713225143418	51.0	250.9914102524772	251	40.0	32597.0
SRR6444178_2	90.82737675246189	51.0	250.34579869313126	250	50.0	32597.0
SRR6444179_1	97.64570737605804	50.0	250.99175332527207	251	40.0	82700.0
SRR6444179_2	87.33615477629988	50.0	250.08574365175332	250	50.0	82700.0
SRR6444180_1	96.3262676892727	52.0	250.98933107876886	251	40.0	49677.0
SRR6444180_2	92.00837409666445	53.0	250.829458300622	251	40.0	49677.0
SRR6444181_1	97.39397356386644	51.0	250.10940925891123	250	40.0	31926.0
SRR6444181_2	94.26486249451857	52.0	250.98076802606028	251	40.0	31926.0
SRR6444182_1	96.43657406400244	51.0	250.99425674940719	251	40.0	45967.0
SRR6444182_2	89.72088672308395	52.0	250.31746687841277	250	40.0	45967.0
SRR6444183_1	95.21137145666066	52.0	250.9736604948386	251	40.0	24412.0
SRR6444183_2	88.75143372112076	52.0	250.4233573652302	250	50.0	24412.0
SRR6444184_1	97.7877156878265	48.0	250.99489472851036	251	40.0	25268.0
SRR6444184_2	90.75906284628779	49.0	250.04626404939054	250	50.0	25268.0
SRR6444185_1	95.25368801269283	50.0	250.993180974243	251	40.0	29623.0
SRR6444185_2	87.85403233973602	51.0	250.13256591162272	250	50.0	29623.0
SRR6444186_1	97.36109548982117	50.0	250.99408109324037	251	40.0	71128.0
SRR6444186_2	91.30440895287369	50.0	250.100340231695	250	50.0	71128.0
SRR6444187_1	97.79008906981727	52.0	250.00091824553886	250	40.0	32671.0
SRR6444187_2	94.88231153010315	52.0	250.98809341617948	251	40.0	32671.0
SRR6444188_1	97.24305940808992	50.0	250.99247449287247	251	40.0	41459.0
SRR6444188_2	92.7977037555175	51.0	250.35915000361803	250	40.0	41459.0
SRR6444189_1	96.11250115837272	51.0	250.9921694004263	251	40.0	43164.0
SRR6444189_2	90.86507274580669	51.0	250.8312019275322	251	40.0	43164.0
SRR6444190_1	96.09106681301562	49.0	250.9912190631307	251	30.0	28243.0
SRR6444190_2	90.95351060439755	50.0	250.79559536876394	251	40.0	28243.0
SRR6444191_1	98.13633044416929	48.0	250.99304695685302	251	40.0	31497.0
SRR6444191_2	93.36762231323618	48.0	250.77826459662825	251	40.0	31497.0
SRR6444192_1	96.29821919941851	51.0	250.0053995119672	250	40.0	19261.0
SRR6444192_2	90.95062561653081	52.0	250.98888946575983	251	40.0	19261.0
SRR6444193_1	93.85788839823364	52.0	250.9910879164994	251	40.0	12455.0
SRR6444193_2	83.01886792452831	53.0	250.11778402248092	250	50.0	12455.0
SRR6444194_1	96.93190561682482	50.0	250.98688766350347	251	40.0	31192.0
SRR6444194_2	89.35945114131829	50.0	250.31476019492177	250	50.0	31192.0
SRR6444195_1	95.8679593721145	52.0	250.9882271468144	251	40.0	30324.0
SRR6444195_2	89.3483709273183	52.0	250.40809259992085	250	50.0	30324.0
SRR6444196_1	97.64668594746642	49.0	250.99425537815458	251	40.0	25241.0
SRR6444196_2	90.87199397805158	50.0	250.10633493126264	250	50.0	25241.0
SRR6444197_1	94.98793792532315	52.0	250.99218665610485	251	40.0	27773.0
SRR6444197_2	88.58243617902279	53.0	250.14982176934433	250	50.0	27773.0
SRR6444198_1	95.42305445034918	53.0	250.99098522578672	251	40.0	35941.0
SRR6444198_2	88.66475612809883	54.0	250.92415347374865	251	50.0	35941.0
SRR6444199_1	97.26444626187991	49.0	250.99170873403085	251	40.0	35459.0
SRR6444199_2	87.92126117487803	50.0	250.07202684790886	250	50.0	35459.0
SRR6444200_1	96.29106706489276	52.0	250.9933206625034	251	40.0	18415.0
SRR6444200_2	88.68856910127613	53.0	250.1339668748303	250	50.0	18415.0
SRR6444201_1	96.9199627988402	48.0	250.99223152251218	251	40.0	18279.0
SRR6444201_2	87.80020788883418	49.0	250.05235516166093	250	50.0	18279.0
SRR6444202_1	97.38225136393213	50.0	250.03088242654786	250	40.0	19979.0
SRR6444202_2	93.13779468441864	50.0	250.987687071425	251	40.0	19979.0
SRR6444203_1	96.0074136998996	52.0	249.95254459803846	250	40.0	25898.0
SRR6444203_2	87.41987798285582	52.0	250.97420650243262	251	50.0	25898.0
SRR6444204_1	95.35850752978197	50.0	250.9907095227392	251	40.0	26694.0
SRR6444204_2	88.1508953322844	51.0	250.79774481156815	251	40.0	26694.0
SRR6444205_1	97.47215959554553	49.0	250.99432943909272	251	40.0	29274.0
SRR6444205_2	93.40370294459247	50.0	250.11412857826056	250	50.0	29274.0
SRR6444206_1	97.40165289256198	49.0	249.98988429752066	250	40.0	15125.0
SRR6444206_2	92.97190082644629	50.0	250.98776859504133	251	40.0	15125.0
SRR6444207_1	95.48858981860738	51.0	250.99350497366882	251	40.0	34180.0
SRR6444207_2	86.6500877706261	51.0	250.26597425394968	250	50.0	34180.0
SRR6444208_1	96.65232185748599	49.0	250.9918434747798	251	40.0	19984.0
SRR6444208_2	89.28142514011209	50.0	250.0906224979984	250	50.0	19984.0
SRR6444209_1	95.17732601276154	52.0	249.88944947321562	250	40.0	20217.0
SRR6444209_2	90.13701340456052	53.0	250.9874363159717	251	30.0	20217.0
SRR6444210_1	97.74271012006861	49.0	250.99519725557462	251	40.0	43725.0
SRR6444210_2	91.90394511149228	49.0	250.96862206975413	251	50.0	43725.0
SRR6444211_1	97.25885115606937	49.0	249.95533778901734	250	40.0	22144.0
SRR6444211_2	90.35404624277456	50.0	250.97773663294797	251	40.0	22144.0
SRR6444212_1	96.97088042178233	52.0	250.9940198686812	251	40.0	40969.0
SRR6444212_2	90.96878127364593	53.0	250.14240035148526	250	50.0	40969.0
SRR6444213_1	95.81544579511049	52.0	250.99313118532243	251	40.0	44258.0
SRR6444213_2	88.99859912332234	52.0	250.27714763432598	250	50.0	44258.0
SRR6444214_1	95.47786097517834	52.0	249.97122811155003	250	40.0	16961.0
SRR6444214_2	90.01238134543954	52.0	250.98526030304816	251	40.0	16961.0
SRR6444215_1	96.00991618462992	51.0	250.9852732853264	251	40.0	33884.0
SRR6444215_2	86.93188525557785	52.0	250.32782434187226	250	50.0	33884.0
SRR6444216_1	97.54918368105916	50.0	249.9439175871174	250	40.0	26889.0
SRR6444216_2	90.77689761612555	50.0	250.9752686972368	251	40.0	26889.0
SRR6444217_1	96.60177146364991	49.0	249.9445759887749	250	40.0	22806.0
SRR6444217_2	92.32219591335614	50.0	250.982636148382	251	40.0	22806.0
SRR6444218_1	97.12053042860526	50.0	250.00421501302392	250	40.0	21115.0
SRR6444218_2	91.43736680085247	50.0	250.98782855789722	251	40.0	21115.0
SRR6444219_1	95.83211122191588	51.0	250.99043820026984	251	40.0	34094.0
SRR6444219_2	86.71907080424708	51.0	250.1037132633308	250	50.0	34094.0
SRR6444220_1	97.47183652082788	49.0	250.02875294734085	250	40.0	30536.0
SRR6444220_2	93.09339795651034	50.0	250.98742467906732	251	40.0	30536.0
SRR6444221_1	97.10570326632308	50.0	249.94095361616436	250	40.0	29299.0
SRR6444221_2	93.49465852076862	50.0	250.98334414143827	251	40.0	29299.0
SRR6444222_1	96.15618708741046	51.0	250.99129172714078	251	40.0	42718.0
SRR6444222_2	87.07804672503394	51.0	250.12580176974578	250	50.0	42718.0
SRR6444223_1	95.67466590027303	51.0	250.99218278488289	251	40.0	34795.0
SRR6444223_2	89.88072998994109	52.0	250.83362552090819	251	40.0	34795.0
SRR6444224_1	96.93637528446578	51.0	250.99288596508003	251	40.0	52291.0
SRR6444224_2	89.47811286837123	51.0	250.95293645177946	251	50.0	52291.0
SRR6444225_1	95.22358773107509	52.0	250.98956934834246	251	40.0	19366.0
SRR6444225_2	80.52772900960446	52.0	250.9434576061138	251	50.0	19366.0
SRR6444226_1	95.83168753920863	51.0	250.99453983596274	251	40.0	43039.0
SRR6444226_2	90.15079346639095	52.0	250.11199144961546	250	50.0	43039.0
SRR6444227_1	95.51649928263988	51.0	249.9218974175036	250	40.0	11152.0
SRR6444227_2	87.57173601147777	51.0	250.98323170731706	251	50.0	11152.0
SRR6444228_1	95.31245020872502	51.0	250.94802587552977	251	40.0	31381.0
SRR6444228_2	88.03734743953348	52.0	250.88483477263313	251	50.0	31381.0
SRR6444229_1	95.68631748118928	53.0	249.90317042881145	250	40.0	27378.0
SRR6444229_2	92.45379501789758	54.0	250.98816568047337	251	40.0	27378.0
SRR6444230_1	96.52615144418424	50.0	250.98965651834504	251	40.0	25620.0
SRR6444230_2	90.15612802498049	51.0	250.14149102263858	250	50.0	25620.0
SRR6444231_1	97.13630309308864	48.0	250.98686547284296	251	40.0	27028.0
SRR6444231_2	90.4025455083617	49.0	250.69342903655468	251	40.0	27028.0
SRR6444232_1	96.9785350628086	51.0	250.9947297055287	251	40.0	39087.0
SRR6444232_2	88.90679765650984	52.0	250.26878501803668	250	50.0	39087.0
SRR6444233_1	95.9098254258391	51.0	250.99014543431613	251	40.0	37749.0
SRR6444233_2	88.45002516622957	51.0	250.66852102042438	251	40.0	37749.0
SRR6444234_1	96.39245241195866	51.0	250.99393200520905	251	40.0	36091.0
SRR6444234_2	90.3466238120307	52.0	250.111773018204	250	50.0	36091.0
SRR6444235_1	96.06427252432269	51.0	250.99335777085687	251	40.0	36283.0
SRR6444235_2	89.568117300113	52.0	250.30386131246038	250	40.0	36283.0
